,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp,High Sales Weight,Equal Sales and GM Weight,Equal Weights
ANAK201710,43,Seattle,ANAK,Anchorage,201710,R,Q,R,R,R,R,R,Q,R,C,C,C
ANAK201711,43,Seattle,ANAK,Anchorage,201711,Q,Q,R,R,R,R,R,Q,R,C,C,C
ANAK201712,43,Seattle,ANAK,Anchorage,201712,Q,R,R,R,R,R,R,Q,R,C,C,C
ANAK201801,43,Seattle,ANAK,Anchorage,201801,R,R,R,R,S,R,R,Q,Q,C,C,C
ANAK201802,43,Seattle,ANAK,Anchorage,201802,R,R,R,R,R,R,R,Q,Q,C,C,C
ANAK201803,43,Seattle,ANAK,Anchorage,201803,R,R,R,R,R,R,R,Q,R,C,C,C
ANAK201804,43,Seattle,ANAK,Anchorage,201804,R,Q,R,R,R,R,R,Q,R,C,C,C
ANAK201805,43,Seattle,ANAK,Anchorage,201805,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
ANAK201806,43,Seattle,ANAK,Anchorage,201806,Q,Q,R,R,R,R,R,Q,Q,B,B,C
ANAK201807,43,Seattle,ANAK,Anchorage,201807,R,Q,R,R,R,R,R,Q,Q,C,C,C
ANAK201808,43,Seattle,ANAK,Anchorage,201808,Q,Q,Q,R,R,R,R,Q,Q,B,B,B
ANAK201809,43,Seattle,ANAK,Anchorage,201809,Q,Q,R,R,R,R,R,Q,Q,B,B,C
ANAK201810,43,Seattle,ANAK,Anchorage,201810,Q,Q,R,R,S,R,R,Q,Q,B,C,C
ANAK201811,43,Seattle,ANAK,Anchorage,201811,P,Q,Q,R,S,R,R,Q,P,B,B,B
ANAK201812,43,Seattle,ANAK,Anchorage,201812,Q,R,R,R,S,R,S,Q,Q,C,C,C
ANAK201901,43,Seattle,ANAK,Anchorage,201901,P,Q,Q,R,S,R,R,Q,P,B,B,B
ANAK201902,43,Seattle,ANAK,Anchorage,201902,P,Q,Q,R,S,R,R,R,P,B,B,B
ANAK201903,43,Seattle,ANAK,Anchorage,201903,P,Q,Q,R,S,R,R,Q,P,B,B,B
BIMT201701,43,Seattle,BIMT,Billings,201701,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
BIMT201702,43,Seattle,BIMT,Billings,201702,P,Q,Q,Q,R,Q,Q,R,P,A,A,B
BIMT201703,43,Seattle,BIMT,Billings,201703,Q,Q,Q,R,R,R,Q,R,P,B,B,B
BIMT201704,43,Seattle,BIMT,Billings,201704,Q,Q,Q,Q,Q,Q,Q,R,Q,B,B,B
BIMT201705,43,Seattle,BIMT,Billings,201705,Q,Q,Q,Q,Q,Q,Q,R,P,B,B,B
BIMT201706,43,Seattle,BIMT,Billings,201706,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
BIMT201707,43,Seattle,BIMT,Billings,201707,Q,Q,Q,Q,R,Q,R,R,Q,B,B,B
BIMT201708,43,Seattle,BIMT,Billings,201708,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
BIMT201709,43,Seattle,BIMT,Billings,201709,R,Q,Q,Q,R,Q,Q,R,R,C,C,B
BIMT201710,43,Seattle,BIMT,Billings,201710,R,R,R,R,S,R,R,R,R,C,C,C
BIMT201711,43,Seattle,BIMT,Billings,201711,R,Q,Q,Q,Q,Q,Q,R,R,C,C,B
BIMT201712,43,Seattle,BIMT,Billings,201712,R,Q,Q,R,R,R,Q,R,R,C,C,C
BIMT201801,43,Seattle,BIMT,Billings,201801,R,Q,Q,Q,R,R,Q,R,R,C,C,C
BIMT201802,43,Seattle,BIMT,Billings,201802,R,R,R,R,R,R,R,R,R,C,C,C
BIMT201803,43,Seattle,BIMT,Billings,201803,Q,Q,Q,Q,R,R,Q,R,P,B,B,B
BIMT201804,43,Seattle,BIMT,Billings,201804,Q,Q,Q,Q,R,Q,Q,R,P,B,B,B
BIMT201805,43,Seattle,BIMT,Billings,201805,P,Q,Q,R,R,R,R,R,P,B,B,B
BIMT201806,43,Seattle,BIMT,Billings,201806,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
BIMT201807,43,Seattle,BIMT,Billings,201807,R,Q,Q,R,R,R,R,R,Q,C,C,C
BIMT201808,43,Seattle,BIMT,Billings,201808,R,Q,Q,R,R,R,Q,R,R,C,C,C
BIMT201809,43,Seattle,BIMT,Billings,201809,R,R,R,R,R,R,R,R,R,C,C,C
BIMT201810,43,Seattle,BIMT,Billings,201810,R,Q,Q,R,R,R,R,R,R,C,C,C
BIMT201811,43,Seattle,BIMT,Billings,201811,R,Q,Q,R,R,R,Q,R,R,C,C,C
BIMT201812,43,Seattle,BIMT,Billings,201812,R,Q,Q,R,R,R,R,R,R,C,C,C
BIMT201901,43,Seattle,BIMT,Billings,201901,R,Q,Q,R,R,R,Q,R,R,C,C,C
BIMT201902,43,Seattle,BIMT,Billings,201902,R,R,R,R,R,R,R,R,R,C,C,C
BIMT201903,43,Seattle,BIMT,Billings,201903,Q,Q,R,R,R,R,R,R,Q,B,B,C
BOID201701,43,Seattle,BOID,Boise,201701,R,R,R,R,R,R,R,R,Q,C,C,C
BOID201702,43,Seattle,BOID,Boise,201702,Q,R,R,R,R,R,R,R,Q,B,C,C
BOID201703,43,Seattle,BOID,Boise,201703,Q,R,R,R,R,R,R,R,Q,B,C,C
BOID201704,43,Seattle,BOID,Boise,201704,Q,R,R,R,R,R,R,R,Q,B,C,C
BOID201705,43,Seattle,BOID,Boise,201705,Q,R,R,R,R,R,R,R,Q,B,C,C
BOID201706,43,Seattle,BOID,Boise,201706,Q,Q,Q,R,R,R,R,R,Q,B,B,B
BOID201707,43,Seattle,BOID,Boise,201707,Q,Q,Q,R,Q,R,R,R,Q,B,B,B
BOID201708,43,Seattle,BOID,Boise,201708,Q,Q,Q,Q,R,R,Q,R,Q,B,B,B
BOID201709,43,Seattle,BOID,Boise,201709,Q,Q,Q,R,Q,R,Q,R,P,B,B,B
BOID201710,43,Seattle,BOID,Boise,201710,Q,Q,Q,R,R,R,R,R,P,B,B,B
BOID201711,43,Seattle,BOID,Boise,201711,Q,Q,Q,R,R,R,Q,R,P,B,B,B
BOID201712,43,Seattle,BOID,Boise,201712,Q,Q,Q,R,R,R,Q,R,Q,B,B,B
BOID201801,43,Seattle,BOID,Boise,201801,P,Q,Q,Q,R,Q,Q,R,P,A,A,B
BOID201802,43,Seattle,BOID,Boise,201802,P,Q,Q,R,R,R,R,R,P,B,B,B
BOID201803,43,Seattle,BOID,Boise,201803,Q,Q,Q,Q,R,Q,Q,R,P,B,B,B
BOID201804,43,Seattle,BOID,Boise,201804,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
BOID201805,43,Seattle,BOID,Boise,201805,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
BOID201806,43,Seattle,BOID,Boise,201806,P,Q,Q,R,R,R,Q,R,P,A,B,B
BOID201807,43,Seattle,BOID,Boise,201807,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
BOID201808,43,Seattle,BOID,Boise,201808,Q,R,R,R,R,R,R,Q,Q,B,B,C
BOID201809,43,Seattle,BOID,Boise,201809,R,R,R,R,S,R,R,Q,Q,C,C,C
BOID201810,43,Seattle,BOID,Boise,201810,Q,R,R,R,R,R,R,Q,P,B,B,C
BOID201811,43,Seattle,BOID,Boise,201811,R,R,R,R,R,R,R,Q,R,C,C,C
BOID201812,43,Seattle,BOID,Boise,201812,Q,R,R,R,R,R,R,R,Q,B,C,C
BOID201901,43,Seattle,BOID,Boise,201901,R,R,R,R,R,R,R,R,Q,C,C,C
BOID201902,43,Seattle,BOID,Boise,201902,Q,R,R,R,R,R,R,R,R,C,C,C
BOID201903,43,Seattle,BOID,Boise,201903,Q,R,R,R,R,R,R,R,Q,B,C,C
EUOR201701,43,Seattle,EUOR,Eugene,201701,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201702,43,Seattle,EUOR,Eugene,201702,P,P,P,P,Q,P,P,R,P,A,A,A
EUOR201703,43,Seattle,EUOR,Eugene,201703,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201704,43,Seattle,EUOR,Eugene,201704,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201705,43,Seattle,EUOR,Eugene,201705,Q,P,P,Q,Q,Q,P,R,Q,B,B,A
EUOR201706,43,Seattle,EUOR,Eugene,201706,Q,P,Q,Q,P,P,P,R,Q,B,B,A
EUOR201707,43,Seattle,EUOR,Eugene,201707,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201708,43,Seattle,EUOR,Eugene,201708,Q,P,Q,Q,P,Q,P,R,P,A,A,A
EUOR201709,43,Seattle,EUOR,Eugene,201709,P,P,Q,Q,P,Q,Q,R,P,A,A,A
EUOR201710,43,Seattle,EUOR,Eugene,201710,Q,P,Q,Q,P,Q,P,R,R,B,B,B
EUOR201711,43,Seattle,EUOR,Eugene,201711,Q,P,Q,Q,P,Q,Q,R,R,B,B,B
EUOR201712,43,Seattle,EUOR,Eugene,201712,P,P,Q,Q,Q,Q,Q,R,P,A,A,A
EUOR201801,43,Seattle,EUOR,Eugene,201801,Q,P,P,P,Q,P,Q,R,Q,B,B,A
EUOR201802,43,Seattle,EUOR,Eugene,201802,Q,P,P,Q,P,Q,P,R,R,B,B,B
EUOR201803,43,Seattle,EUOR,Eugene,201803,P,P,P,Q,P,Q,P,R,Q,A,A,A
EUOR201804,43,Seattle,EUOR,Eugene,201804,P,P,P,P,Q,P,P,R,P,A,A,A
EUOR201805,43,Seattle,EUOR,Eugene,201805,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201806,43,Seattle,EUOR,Eugene,201806,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201807,43,Seattle,EUOR,Eugene,201807,P,P,P,Q,Q,Q,P,R,P,A,A,A
EUOR201808,43,Seattle,EUOR,Eugene,201808,Q,P,P,P,P,P,P,R,Q,A,A,A
EUOR201809,43,Seattle,EUOR,Eugene,201809,P,P,P,P,Q,P,P,R,Q,A,A,A
EUOR201810,43,Seattle,EUOR,Eugene,201810,Q,P,P,Q,Q,Q,Q,R,Q,B,B,B
EUOR201811,43,Seattle,EUOR,Eugene,201811,P,P,P,P,Q,P,P,R,Q,A,A,A
EUOR201812,43,Seattle,EUOR,Eugene,201812,P,P,P,P,P,P,P,R,P,A,A,A
EUOR201901,43,Seattle,EUOR,Eugene,201901,Q,P,P,P,P,P,P,R,P,A,A,A
EUOR201902,43,Seattle,EUOR,Eugene,201902,P,P,P,P,Q,P,P,R,Q,A,A,A
EUOR201903,43,Seattle,EUOR,Eugene,201903,P,P,P,P,P,P,P,R,P,A,A,A
HOHI201701,43,Seattle,HOHI,Honolulu,201701,R,R,R,R,S,R,S,Q,R,C,C,C
HOHI201702,43,Seattle,HOHI,Honolulu,201702,Q,R,R,R,S,R,S,Q,R,C,C,C
HOHI201703,43,Seattle,HOHI,Honolulu,201703,R,R,R,S,S,S,S,Q,R,D,D,D
HOHI201704,43,Seattle,HOHI,Honolulu,201704,R,R,R,R,S,R,S,Q,R,C,C,C
HOHI201705,43,Seattle,HOHI,Honolulu,201705,R,R,R,R,S,R,S,Q,R,C,C,C
HOHI201706,43,Seattle,HOHI,Honolulu,201706,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201707,43,Seattle,HOHI,Honolulu,201707,Q,R,R,R,S,R,R,Q,R,C,C,C
HOHI201708,43,Seattle,HOHI,Honolulu,201708,R,R,R,R,S,R,S,Q,R,C,C,C
HOHI201709,43,Seattle,HOHI,Honolulu,201709,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201710,43,Seattle,HOHI,Honolulu,201710,R,R,R,R,S,S,S,Q,R,C,C,D
HOHI201711,43,Seattle,HOHI,Honolulu,201711,R,R,R,R,S,R,R,Q,Q,C,C,C
HOHI201712,43,Seattle,HOHI,Honolulu,201712,R,R,R,R,S,R,S,Q,R,C,C,C
HOHI201801,43,Seattle,HOHI,Honolulu,201801,R,R,R,R,S,R,S,Q,Q,C,C,C
HOHI201802,43,Seattle,HOHI,Honolulu,201802,R,R,R,R,S,R,S,Q,Q,C,C,C
HOHI201803,43,Seattle,HOHI,Honolulu,201803,R,R,R,S,S,S,S,Q,R,D,D,D
HOHI201804,43,Seattle,HOHI,Honolulu,201804,R,R,R,R,S,R,S,Q,R,C,C,C
HOHI201805,43,Seattle,HOHI,Honolulu,201805,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201806,43,Seattle,HOHI,Honolulu,201806,R,R,R,R,S,R,S,Q,S,D,D,D
HOHI201807,43,Seattle,HOHI,Honolulu,201807,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201808,43,Seattle,HOHI,Honolulu,201808,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201809,43,Seattle,HOHI,Honolulu,201809,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201810,43,Seattle,HOHI,Honolulu,201810,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201811,43,Seattle,HOHI,Honolulu,201811,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201812,43,Seattle,HOHI,Honolulu,201812,Q,R,R,R,S,R,R,Q,R,C,C,C
HOHI201901,43,Seattle,HOHI,Honolulu,201901,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201902,43,Seattle,HOHI,Honolulu,201902,R,R,R,R,S,R,R,Q,R,C,C,C
HOHI201903,43,Seattle,HOHI,Honolulu,201903,R,R,R,R,S,R,R,Q,R,C,C,C
POOR201701,43,Seattle,POOR,Portland Or,201701,Q,R,R,R,R,R,R,Q,Q,B,B,C
POOR201702,43,Seattle,POOR,Portland Or,201702,Q,R,R,Q,R,Q,Q,R,Q,B,B,B
POOR201703,43,Seattle,POOR,Portland Or,201703,R,R,R,R,Q,R,Q,R,R,C,C,C
POOR201704,43,Seattle,POOR,Portland Or,201704,R,R,R,R,R,R,Q,R,R,C,C,C
POOR201705,43,Seattle,POOR,Portland Or,201705,Q,R,R,R,R,R,Q,R,Q,B,B,C
POOR201706,43,Seattle,POOR,Portland Or,201706,Q,R,R,R,Q,R,Q,R,Q,B,B,C
POOR201707,43,Seattle,POOR,Portland Or,201707,Q,R,R,R,R,R,Q,R,Q,B,B,C
POOR201708,43,Seattle,POOR,Portland Or,201708,Q,R,R,R,R,R,Q,R,Q,B,B,C
POOR201709,43,Seattle,POOR,Portland Or,201709,Q,R,R,R,Q,R,Q,R,Q,B,B,C
POOR201710,43,Seattle,POOR,Portland Or,201710,Q,R,R,R,Q,R,Q,Q,Q,B,B,B
POOR201711,43,Seattle,POOR,Portland Or,201711,R,R,R,R,Q,R,Q,R,Q,C,C,C
POOR201712,43,Seattle,POOR,Portland Or,201712,Q,R,R,R,Q,R,Q,R,Q,B,B,C
POOR201801,43,Seattle,POOR,Portland Or,201801,Q,Q,R,R,Q,R,Q,R,Q,B,B,B
POOR201802,43,Seattle,POOR,Portland Or,201802,P,Q,R,Q,R,Q,Q,R,P,A,A,B
POOR201803,43,Seattle,POOR,Portland Or,201803,P,Q,Q,Q,Q,Q,P,R,P,A,A,A
POOR201804,43,Seattle,POOR,Portland Or,201804,P,Q,Q,Q,Q,Q,Q,R,P,A,A,B
POOR201805,43,Seattle,POOR,Portland Or,201805,P,Q,Q,Q,Q,Q,Q,R,P,A,A,B
POOR201806,43,Seattle,POOR,Portland Or,201806,Q,Q,Q,Q,Q,Q,Q,R,Q,B,B,B
POOR201807,43,Seattle,POOR,Portland Or,201807,Q,R,R,R,Q,R,Q,R,Q,B,B,C
POOR201808,43,Seattle,POOR,Portland Or,201808,Q,R,R,R,Q,R,Q,R,Q,B,B,C
POOR201809,43,Seattle,POOR,Portland Or,201809,R,R,R,R,Q,R,R,Q,R,C,C,C
POOR201810,43,Seattle,POOR,Portland Or,201810,R,R,R,R,R,R,R,R,R,C,C,C
POOR201811,43,Seattle,POOR,Portland Or,201811,Q,R,R,R,P,R,Q,R,Q,B,B,B
POOR201812,43,Seattle,POOR,Portland Or,201812,R,S,S,S,R,S,S,Q,R,D,D,D
POOR201901,43,Seattle,POOR,Portland Or,201901,R,R,R,R,R,R,R,Q,R,C,C,C
POOR201902,43,Seattle,POOR,Portland Or,201902,R,R,R,R,R,R,R,Q,R,C,C,C
POOR201903,43,Seattle,POOR,Portland Or,201903,R,R,R,R,R,R,R,Q,R,C,C,C
SEWA201701,43,Seattle,SEWA,Seattle,201701,P,P,P,R,R,R,R,Q,P,A,B,B
SEWA201702,43,Seattle,SEWA,Seattle,201702,P,P,P,R,R,R,R,R,P,A,B,B
SEWA201703,43,Seattle,SEWA,Seattle,201703,P,P,P,R,R,R,R,Q,P,A,B,B
SEWA201704,43,Seattle,SEWA,Seattle,201704,P,P,P,R,R,R,R,R,P,A,B,B
SEWA201705,43,Seattle,SEWA,Seattle,201705,P,P,P,R,Q,R,R,Q,P,A,A,B
SEWA201706,43,Seattle,SEWA,Seattle,201706,P,P,P,R,Q,R,R,R,P,A,A,B
SEWA201707,43,Seattle,SEWA,Seattle,201707,P,P,P,R,Q,R,R,Q,P,A,A,B
SEWA201708,43,Seattle,SEWA,Seattle,201708,P,P,P,R,Q,R,R,Q,P,A,A,B
SEWA201709,43,Seattle,SEWA,Seattle,201709,P,P,P,R,Q,R,R,Q,P,A,A,B
SEWA201710,43,Seattle,SEWA,Seattle,201710,P,P,P,S,Q,R,R,Q,P,A,B,B
SEWA201711,43,Seattle,SEWA,Seattle,201711,P,P,P,S,R,S,R,Q,P,B,B,B
SEWA201712,43,Seattle,SEWA,Seattle,201712,P,P,P,R,Q,R,R,Q,P,A,A,B
SEWA201801,43,Seattle,SEWA,Seattle,201801,P,P,P,S,R,S,R,Q,P,B,B,B
SEWA201802,43,Seattle,SEWA,Seattle,201802,P,Q,Q,S,S,S,S,Q,P,B,B,C
SEWA201803,43,Seattle,SEWA,Seattle,201803,P,Q,Q,S,S,S,S,Q,P,B,B,C
SEWA201804,43,Seattle,SEWA,Seattle,201804,Q,R,Q,S,R,S,S,Q,Q,C,C,C
SEWA201805,43,Seattle,SEWA,Seattle,201805,Q,R,R,S,S,S,S,Q,Q,C,C,C
SEWA201806,43,Seattle,SEWA,Seattle,201806,P,R,Q,S,S,S,S,Q,P,B,B,C
SEWA201807,43,Seattle,SEWA,Seattle,201807,P,Q,Q,S,R,S,S,Q,P,B,B,B
SEWA201808,43,Seattle,SEWA,Seattle,201808,P,Q,Q,S,R,S,S,Q,P,B,B,B
SEWA201809,43,Seattle,SEWA,Seattle,201809,P,Q,Q,S,R,S,S,Q,P,B,B,B
SEWA201810,43,Seattle,SEWA,Seattle,201810,P,R,Q,S,R,S,S,Q,P,B,B,C
SEWA201811,43,Seattle,SEWA,Seattle,201811,Q,R,Q,S,R,S,S,Q,P,B,B,C
SEWA201812,43,Seattle,SEWA,Seattle,201812,P,R,Q,S,R,S,S,Q,P,B,B,C
SEWA201901,43,Seattle,SEWA,Seattle,201901,P,R,Q,S,R,S,S,Q,P,B,B,C
SEWA201902,43,Seattle,SEWA,Seattle,201902,Q,R,Q,S,S,S,S,Q,Q,C,C,C
SEWA201903,43,Seattle,SEWA,Seattle,201903,P,R,Q,S,S,S,S,Q,P,B,B,C
SPWA201701,43,Seattle,SPWA,Spokane,201701,Q,R,R,R,R,R,R,R,Q,B,C,C
SPWA201702,43,Seattle,SPWA,Spokane,201702,Q,Q,Q,Q,R,R,Q,R,Q,B,B,B
SPWA201703,43,Seattle,SPWA,Spokane,201703,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
SPWA201704,43,Seattle,SPWA,Spokane,201704,R,R,R,R,R,R,R,R,R,C,C,C
SPWA201705,43,Seattle,SPWA,Spokane,201705,R,R,R,R,R,R,R,Q,R,C,C,C
SPWA201706,43,Seattle,SPWA,Spokane,201706,R,R,R,R,R,R,R,Q,R,C,C,C
SPWA201707,43,Seattle,SPWA,Spokane,201707,R,R,R,R,R,R,R,Q,Q,C,C,C
SPWA201708,43,Seattle,SPWA,Spokane,201708,Q,R,R,R,R,R,R,R,P,B,B,C
SPWA201709,43,Seattle,SPWA,Spokane,201709,Q,R,R,R,Q,Q,Q,R,P,B,B,B
SPWA201710,43,Seattle,SPWA,Spokane,201710,R,R,R,Q,P,Q,Q,R,Q,B,B,B
SPWA201711,43,Seattle,SPWA,Spokane,201711,Q,Q,R,Q,R,Q,Q,R,Q,B,B,B
SPWA201712,43,Seattle,SPWA,Spokane,201712,Q,Q,R,R,Q,R,Q,R,Q,B,B,B
SPWA201801,43,Seattle,SPWA,Spokane,201801,Q,R,R,Q,Q,Q,Q,R,Q,B,B,B
SPWA201802,43,Seattle,SPWA,Spokane,201802,P,Q,Q,Q,P,Q,Q,R,P,A,A,A
SPWA201803,43,Seattle,SPWA,Spokane,201803,P,Q,Q,Q,R,Q,Q,R,P,A,A,B
SPWA201804,43,Seattle,SPWA,Spokane,201804,R,R,R,R,R,R,R,Q,Q,C,C,C
SPWA201805,43,Seattle,SPWA,Spokane,201805,R,R,R,R,Q,R,Q,R,Q,C,C,C
SPWA201806,43,Seattle,SPWA,Spokane,201806,R,R,R,R,R,R,R,Q,Q,C,C,C
SPWA201807,43,Seattle,SPWA,Spokane,201807,Q,R,R,Q,R,Q,Q,R,Q,B,B,B
SPWA201808,43,Seattle,SPWA,Spokane,201808,R,R,R,R,P,Q,Q,R,Q,B,B,B
SPWA201809,43,Seattle,SPWA,Spokane,201809,Q,Q,R,R,Q,R,Q,R,Q,B,B,B
SPWA201810,43,Seattle,SPWA,Spokane,201810,Q,R,R,Q,R,Q,Q,R,Q,B,B,B
SPWA201811,43,Seattle,SPWA,Spokane,201811,Q,Q,Q,Q,Q,Q,Q,R,Q,B,B,B
SPWA201812,43,Seattle,SPWA,Spokane,201812,P,Q,Q,Q,Q,Q,Q,R,P,A,A,B
SPWA201901,43,Seattle,SPWA,Spokane,201901,Q,Q,Q,Q,Q,Q,Q,R,Q,B,B,B
SPWA201902,43,Seattle,SPWA,Spokane,201902,P,Q,Q,Q,Q,Q,P,R,P,A,A,A
SPWA201903,43,Seattle,SPWA,Spokane,201903,Q,Q,Q,Q,P,Q,P,R,Q,B,B,B
TAWA201701,43,Seattle,TAWA,Tacoma,201701,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201702,43,Seattle,TAWA,Tacoma,201702,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201703,43,Seattle,TAWA,Tacoma,201703,P,P,P,P,P,P,P,R,P,A,A,A
TAWA201704,43,Seattle,TAWA,Tacoma,201704,P,P,P,R,Q,R,R,R,P,A,A,B
TAWA201705,43,Seattle,TAWA,Tacoma,201705,P,P,P,Q,P,P,P,R,P,A,A,A
TAWA201706,43,Seattle,TAWA,Tacoma,201706,P,P,P,P,P,P,P,R,P,A,A,A
TAWA201707,43,Seattle,TAWA,Tacoma,201707,P,P,P,Q,P,P,P,R,P,A,A,A
TAWA201708,43,Seattle,TAWA,Tacoma,201708,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201709,43,Seattle,TAWA,Tacoma,201709,P,P,P,Q,P,P,P,R,P,A,A,A
TAWA201710,43,Seattle,TAWA,Tacoma,201710,P,P,P,R,P,Q,P,R,P,A,A,A
TAWA201711,43,Seattle,TAWA,Tacoma,201711,P,P,P,R,P,Q,P,R,P,A,A,A
TAWA201712,43,Seattle,TAWA,Tacoma,201712,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201801,43,Seattle,TAWA,Tacoma,201801,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201802,43,Seattle,TAWA,Tacoma,201802,P,P,P,R,P,Q,P,R,P,A,A,A
TAWA201803,43,Seattle,TAWA,Tacoma,201803,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201804,43,Seattle,TAWA,Tacoma,201804,P,P,P,R,P,Q,P,R,P,A,A,A
TAWA201805,43,Seattle,TAWA,Tacoma,201805,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201806,43,Seattle,TAWA,Tacoma,201806,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201807,43,Seattle,TAWA,Tacoma,201807,P,P,P,Q,P,P,P,R,P,A,A,A
TAWA201808,43,Seattle,TAWA,Tacoma,201808,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201809,43,Seattle,TAWA,Tacoma,201809,P,P,P,Q,P,P,P,R,P,A,A,A
TAWA201810,43,Seattle,TAWA,Tacoma,201810,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201811,43,Seattle,TAWA,Tacoma,201811,P,P,P,P,P,P,P,R,P,A,A,A
TAWA201812,43,Seattle,TAWA,Tacoma,201812,P,P,P,P,P,P,P,R,P,A,A,A
TAWA201901,43,Seattle,TAWA,Tacoma,201901,P,P,P,Q,P,Q,P,R,P,A,A,A
TAWA201902,43,Seattle,TAWA,Tacoma,201902,P,P,P,P,P,P,P,R,P,A,A,A
TAWA201903,43,Seattle,TAWA,Tacoma,201903,P,P,P,P,P,P,P,R,P,A,A,A
ALNM201701,44,Phoenix,ALNM,Albuquerque,201701,R,R,R,R,R,R,R,Q,S,D,C,C
ALNM201702,44,Phoenix,ALNM,Albuquerque,201702,R,Q,Q,R,Q,R,R,R,R,C,C,C
ALNM201703,44,Phoenix,ALNM,Albuquerque,201703,R,Q,Q,Q,Q,Q,Q,Q,R,C,C,B
ALNM201704,44,Phoenix,ALNM,Albuquerque,201704,R,R,R,R,Q,R,Q,Q,R,C,C,C
ALNM201705,44,Phoenix,ALNM,Albuquerque,201705,R,R,R,R,P,R,R,Q,R,C,C,C
ALNM201706,44,Phoenix,ALNM,Albuquerque,201706,R,R,R,R,P,R,R,Q,R,C,C,C
ALNM201707,44,Phoenix,ALNM,Albuquerque,201707,R,R,R,R,Q,R,R,Q,R,C,C,C
ALNM201708,44,Phoenix,ALNM,Albuquerque,201708,Q,Q,Q,Q,P,Q,Q,R,R,B,B,B
ALNM201709,44,Phoenix,ALNM,Albuquerque,201709,R,R,R,R,Q,R,R,Q,R,C,C,C
ALNM201710,44,Phoenix,ALNM,Albuquerque,201710,R,Q,R,R,P,Q,Q,Q,R,C,C,B
ALNM201711,44,Phoenix,ALNM,Albuquerque,201711,R,R,R,R,P,R,R,Q,R,C,C,C
ALNM201712,44,Phoenix,ALNM,Albuquerque,201712,R,R,R,R,Q,R,R,Q,Q,C,C,C
ALNM201801,44,Phoenix,ALNM,Albuquerque,201801,R,R,R,R,Q,R,R,Q,Q,C,C,C
ALNM201802,44,Phoenix,ALNM,Albuquerque,201802,Q,Q,R,Q,Q,Q,Q,Q,Q,B,B,B
ALNM201803,44,Phoenix,ALNM,Albuquerque,201803,Q,Q,Q,Q,P,Q,Q,R,P,A,A,B
ALNM201804,44,Phoenix,ALNM,Albuquerque,201804,R,Q,R,Q,P,Q,Q,R,Q,B,B,B
ALNM201805,44,Phoenix,ALNM,Albuquerque,201805,R,Q,Q,Q,Q,Q,Q,Q,Q,B,B,B
ALNM201806,44,Phoenix,ALNM,Albuquerque,201806,Q,Q,R,Q,P,Q,Q,Q,Q,B,B,B
ALNM201807,44,Phoenix,ALNM,Albuquerque,201807,Q,Q,R,Q,P,Q,Q,Q,Q,B,B,B
ALNM201808,44,Phoenix,ALNM,Albuquerque,201808,R,R,R,R,P,R,R,Q,R,C,C,C
ALNM201809,44,Phoenix,ALNM,Albuquerque,201809,R,R,R,R,Q,R,R,Q,R,C,C,C
ALNM201810,44,Phoenix,ALNM,Albuquerque,201810,R,R,R,R,Q,R,R,Q,R,C,C,C
ALNM201811,44,Phoenix,ALNM,Albuquerque,201811,R,R,R,R,P,R,R,Q,R,C,C,C
