,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO,Equal Weights,High Sales and GM Weight,High GMR
CHTN201705,21,Atlanta,CHTN,Chattanooga,201705,40.0,30.0,30.0,30.0,20.0,40.0,31.0,27.5,27.0
CHTN201706,21,Atlanta,CHTN,Chattanooga,201706,40.0,40.0,30.0,30.0,20.0,40.0,32.5,28.5,29.5
CHTN201707,21,Atlanta,CHTN,Chattanooga,201707,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
CHTN201708,21,Atlanta,CHTN,Chattanooga,201708,40.0,30.0,30.0,30.0,20.0,40.0,31.0,27.5,27.0
CHTN201709,21,Atlanta,CHTN,Chattanooga,201709,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
CHTN201710,21,Atlanta,CHTN,Chattanooga,201710,40.0,30.0,30.0,30.0,30.0,40.0,33.0,31.0,31.0
CHTN201711,21,Atlanta,CHTN,Chattanooga,201711,40.0,30.0,30.0,40.0,30.0,40.0,34.5,31.5,31.5
CHTN201712,21,Atlanta,CHTN,Chattanooga,201712,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
CHTN201801,21,Atlanta,CHTN,Chattanooga,201801,30.0,30.0,30.0,20.0,30.0,40.0,30.0,30.0,30.0
CHTN201802,21,Atlanta,CHTN,Chattanooga,201802,40.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0
CHTN201803,21,Atlanta,CHTN,Chattanooga,201803,40.0,30.0,30.0,30.0,20.0,40.0,31.0,27.5,27.0
CHTN201804,21,Atlanta,CHTN,Chattanooga,201804,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
CHTN201805,21,Atlanta,CHTN,Chattanooga,201805,40.0,30.0,40.0,20.0,30.0,30.0,32.0,34.0,32.0
CHTN201806,21,Atlanta,CHTN,Chattanooga,201806,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
CHTN201807,21,Atlanta,CHTN,Chattanooga,201807,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
CHTN201808,21,Atlanta,CHTN,Chattanooga,201808,40.0,30.0,30.0,30.0,30.0,40.0,33.0,31.0,31.0
CHTN201809,21,Atlanta,CHTN,Chattanooga,201809,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
CHTN201810,21,Atlanta,CHTN,Chattanooga,201810,40.0,30.0,40.0,30.0,30.0,40.0,35.0,35.0,33.0
CHTN201811,21,Atlanta,CHTN,Chattanooga,201811,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
CHTN201812,21,Atlanta,CHTN,Chattanooga,201812,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
CHTN201901,21,Atlanta,CHTN,Chattanooga,201901,40.0,30.0,40.0,30.0,30.0,40.0,35.0,35.0,33.0
CHTN201902,21,Atlanta,CHTN,Chattanooga,201902,40.0,30.0,30.0,30.0,30.0,30.0,31.5,30.5,30.5
CHTN201903,21,Atlanta,CHTN,Chattanooga,201903,30.0,20.0,30.0,30.0,30.0,30.0,28.5,29.0,27.5
CLTN201701,21,Atlanta,CLTN,Clarksville,201701,10.0,10.0,10.0,20.0,30.0,20.0,17.0,18.0,19.0
CLTN201702,21,Atlanta,CLTN,Clarksville,201702,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
CLTN201703,21,Atlanta,CLTN,Clarksville,201703,10.0,10.0,10.0,20.0,30.0,20.0,17.0,18.0,19.0
CLTN201704,21,Atlanta,CLTN,Clarksville,201704,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
CLTN201705,21,Atlanta,CLTN,Clarksville,201705,10.0,10.0,10.0,20.0,30.0,20.0,17.0,18.0,19.0
CLTN201706,21,Atlanta,CLTN,Clarksville,201706,10.0,10.0,10.0,20.0,20.0,20.0,15.0,14.5,15.0
CLTN201707,21,Atlanta,CLTN,Clarksville,201707,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201708,21,Atlanta,CLTN,Clarksville,201708,10.0,10.0,10.0,10.0,30.0,20.0,15.5,17.5,18.5
CLTN201709,21,Atlanta,CLTN,Clarksville,201709,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201710,21,Atlanta,CLTN,Clarksville,201710,10.0,10.0,10.0,20.0,20.0,20.0,15.0,14.5,15.0
CLTN201711,21,Atlanta,CLTN,Clarksville,201711,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201712,21,Atlanta,CLTN,Clarksville,201712,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201801,21,Atlanta,CLTN,Clarksville,201801,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201802,21,Atlanta,CLTN,Clarksville,201802,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
CLTN201803,21,Atlanta,CLTN,Clarksville,201803,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
CLTN201804,21,Atlanta,CLTN,Clarksville,201804,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
CLTN201805,21,Atlanta,CLTN,Clarksville,201805,10.0,10.0,10.0,10.0,30.0,20.0,15.5,17.5,18.5
CLTN201806,21,Atlanta,CLTN,Clarksville,201806,20.0,10.0,10.0,20.0,30.0,20.0,18.5,18.5,19.5
CLTN201807,21,Atlanta,CLTN,Clarksville,201807,20.0,20.0,10.0,20.0,20.0,20.0,18.0,16.0,18.0
CLTN201808,21,Atlanta,CLTN,Clarksville,201808,20.0,10.0,20.0,20.0,30.0,20.0,20.5,22.5,21.5
CLTN201809,21,Atlanta,CLTN,Clarksville,201809,20.0,10.0,10.0,20.0,20.0,10.0,15.0,14.5,15.0
CLTN201810,21,Atlanta,CLTN,Clarksville,201810,10.0,20.0,10.0,20.0,20.0,20.0,16.5,15.5,17.5
CLTN201811,21,Atlanta,CLTN,Clarksville,201811,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201812,21,Atlanta,CLTN,Clarksville,201812,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
CLTN201901,21,Atlanta,CLTN,Clarksville,201901,10.0,10.0,10.0,20.0,20.0,20.0,15.0,14.5,15.0
CLTN201902,21,Atlanta,CLTN,Clarksville,201902,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
CLTN201903,21,Atlanta,CLTN,Clarksville,201903,10.0,10.0,10.0,20.0,20.0,20.0,15.0,14.5,15.0
COSC201701,21,Atlanta,COSC,Columbia,201701,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
COSC201702,21,Atlanta,COSC,Columbia,201702,20.0,30.0,30.0,30.0,30.0,30.0,28.5,29.5,29.5
COSC201703,21,Atlanta,COSC,Columbia,201703,30.0,30.0,30.0,40.0,20.0,40.0,31.0,27.5,27.0
COSC201704,21,Atlanta,COSC,Columbia,201704,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
COSC201705,21,Atlanta,COSC,Columbia,201705,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
COSC201706,21,Atlanta,COSC,Columbia,201706,30.0,30.0,40.0,30.0,30.0,30.0,32.0,34.0,32.0
COSC201707,21,Atlanta,COSC,Columbia,201707,30.0,30.0,30.0,20.0,30.0,30.0,28.5,29.5,29.5
COSC201708,21,Atlanta,COSC,Columbia,201708,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
COSC201709,21,Atlanta,COSC,Columbia,201709,20.0,30.0,30.0,30.0,30.0,30.0,28.5,29.5,29.5
COSC201710,21,Atlanta,COSC,Columbia,201710,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
COSC201711,21,Atlanta,COSC,Columbia,201711,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
COSC201712,21,Atlanta,COSC,Columbia,201712,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
COSC201801,21,Atlanta,COSC,Columbia,201801,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
COSC201802,21,Atlanta,COSC,Columbia,201802,30.0,30.0,30.0,30.0,30.0,40.0,31.5,30.5,30.5
COSC201803,21,Atlanta,COSC,Columbia,201803,40.0,40.0,40.0,40.0,20.0,40.0,36.0,33.0,32.0
COSC201804,21,Atlanta,COSC,Columbia,201804,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
COSC201805,21,Atlanta,COSC,Columbia,201805,30.0,40.0,40.0,30.0,30.0,40.0,35.0,35.5,35.0
COSC201806,21,Atlanta,COSC,Columbia,201806,40.0,40.0,40.0,30.0,20.0,30.0,33.0,32.0,31.0
COSC201807,21,Atlanta,COSC,Columbia,201807,30.0,40.0,40.0,30.0,20.0,30.0,31.5,31.5,30.5
COSC201808,21,Atlanta,COSC,Columbia,201808,30.0,40.0,40.0,40.0,20.0,40.0,34.5,32.5,31.5
COSC201809,21,Atlanta,COSC,Columbia,201809,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
COSC201810,21,Atlanta,COSC,Columbia,201810,40.0,40.0,40.0,30.0,30.0,40.0,36.5,36.0,35.5
COSC201811,21,Atlanta,COSC,Columbia,201811,30.0,40.0,40.0,40.0,30.0,30.0,35.0,35.5,35.0
COSC201812,21,Atlanta,COSC,Columbia,201812,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
COSC201901,21,Atlanta,COSC,Columbia,201901,30.0,30.0,40.0,30.0,30.0,30.0,32.0,34.0,32.0
COSC201902,21,Atlanta,COSC,Columbia,201902,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
COSC201903,21,Atlanta,COSC,Columbia,201903,40.0,40.0,40.0,40.0,30.0,40.0,38.0,36.5,36.0
DEAL201701,21,Atlanta,DEAL,Decatur,201701,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201702,21,Atlanta,DEAL,Decatur,201702,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
DEAL201703,21,Atlanta,DEAL,Decatur,201703,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201704,21,Atlanta,DEAL,Decatur,201704,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201705,21,Atlanta,DEAL,Decatur,201705,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201706,21,Atlanta,DEAL,Decatur,201706,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201707,21,Atlanta,DEAL,Decatur,201707,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201708,21,Atlanta,DEAL,Decatur,201708,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201709,21,Atlanta,DEAL,Decatur,201709,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201710,21,Atlanta,DEAL,Decatur,201710,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201711,21,Atlanta,DEAL,Decatur,201711,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
DEAL201712,21,Atlanta,DEAL,Decatur,201712,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201801,21,Atlanta,DEAL,Decatur,201801,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201802,21,Atlanta,DEAL,Decatur,201802,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201803,21,Atlanta,DEAL,Decatur,201803,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
DEAL201804,21,Atlanta,DEAL,Decatur,201804,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
DEAL201805,21,Atlanta,DEAL,Decatur,201805,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201806,21,Atlanta,DEAL,Decatur,201806,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201807,21,Atlanta,DEAL,Decatur,201807,10.0,10.0,10.0,10.0,30.0,20.0,15.5,17.5,18.5
DEAL201808,21,Atlanta,DEAL,Decatur,201808,10.0,20.0,20.0,10.0,30.0,20.0,19.0,22.5,23.0
DEAL201809,21,Atlanta,DEAL,Decatur,201809,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201810,21,Atlanta,DEAL,Decatur,201810,10.0,10.0,10.0,10.0,30.0,20.0,15.5,17.5,18.5
DEAL201811,21,Atlanta,DEAL,Decatur,201811,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201812,21,Atlanta,DEAL,Decatur,201812,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201901,21,Atlanta,DEAL,Decatur,201901,10.0,10.0,10.0,10.0,30.0,20.0,15.5,17.5,18.5
DEAL201902,21,Atlanta,DEAL,Decatur,201902,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
DEAL201903,21,Atlanta,DEAL,Decatur,201903,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GRSC201701,21,Atlanta,GRSC,Greenville,201701,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
GRSC201702,21,Atlanta,GRSC,Greenville,201702,30.0,40.0,30.0,20.0,20.0,30.0,28.0,27.0,28.0
GRSC201703,21,Atlanta,GRSC,Greenville,201703,30.0,30.0,30.0,30.0,20.0,40.0,29.5,27.0,26.5
GRSC201704,21,Atlanta,GRSC,Greenville,201704,30.0,30.0,30.0,20.0,20.0,30.0,26.5,26.0,25.5
GRSC201705,21,Atlanta,GRSC,Greenville,201705,30.0,30.0,30.0,20.0,20.0,30.0,26.5,26.0,25.5
GRSC201706,21,Atlanta,GRSC,Greenville,201706,40.0,40.0,40.0,30.0,20.0,30.0,33.0,32.0,31.0
GRSC201707,21,Atlanta,GRSC,Greenville,201707,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
GRSC201708,21,Atlanta,GRSC,Greenville,201708,30.0,30.0,30.0,30.0,20.0,40.0,29.5,27.0,26.5
GRSC201709,21,Atlanta,GRSC,Greenville,201709,30.0,40.0,30.0,30.0,20.0,30.0,29.5,27.5,28.5
GRSC201710,21,Atlanta,GRSC,Greenville,201710,30.0,40.0,30.0,40.0,20.0,40.0,32.5,28.5,29.5
GRSC201711,21,Atlanta,GRSC,Greenville,201711,30.0,40.0,40.0,40.0,20.0,30.0,33.0,32.0,31.0
GRSC201712,21,Atlanta,GRSC,Greenville,201712,30.0,40.0,30.0,30.0,20.0,30.0,29.5,27.5,28.5
GRSC201801,21,Atlanta,GRSC,Greenville,201801,30.0,30.0,30.0,40.0,30.0,30.0,31.5,30.5,30.5
GRSC201802,21,Atlanta,GRSC,Greenville,201802,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
GRSC201803,21,Atlanta,GRSC,Greenville,201803,30.0,30.0,30.0,40.0,20.0,30.0,29.5,27.0,26.5
GRSC201804,21,Atlanta,GRSC,Greenville,201804,40.0,40.0,30.0,30.0,20.0,30.0,31.0,28.0,29.0
GRSC201805,21,Atlanta,GRSC,Greenville,201805,30.0,40.0,30.0,40.0,20.0,40.0,32.5,28.5,29.5
GRSC201806,21,Atlanta,GRSC,Greenville,201806,30.0,40.0,40.0,30.0,30.0,30.0,33.5,35.0,34.5
GRSC201807,21,Atlanta,GRSC,Greenville,201807,30.0,40.0,30.0,30.0,20.0,30.0,29.5,27.5,28.5
GRSC201808,21,Atlanta,GRSC,Greenville,201808,40.0,40.0,40.0,30.0,20.0,40.0,34.5,32.5,31.5
GRSC201809,21,Atlanta,GRSC,Greenville,201809,30.0,40.0,40.0,30.0,20.0,30.0,31.5,31.5,30.5
GRSC201810,21,Atlanta,GRSC,Greenville,201810,30.0,40.0,30.0,20.0,20.0,40.0,29.5,27.5,28.5
GRSC201811,21,Atlanta,GRSC,Greenville,201811,30.0,40.0,40.0,30.0,20.0,30.0,31.5,31.5,30.5
GRSC201812,21,Atlanta,GRSC,Greenville,201812,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
GRSC201901,21,Atlanta,GRSC,Greenville,201901,40.0,40.0,30.0,30.0,20.0,40.0,32.5,28.5,29.5
GRSC201902,21,Atlanta,GRSC,Greenville,201902,40.0,30.0,30.0,30.0,20.0,30.0,29.5,27.0,26.5
GRSC201903,21,Atlanta,GRSC,Greenville,201903,30.0,40.0,30.0,40.0,20.0,30.0,31.0,28.0,29.0
GUMS201701,21,Atlanta,GUMS,Gulfport,201701,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201702,21,Atlanta,GUMS,Gulfport,201702,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
GUMS201703,21,Atlanta,GUMS,Gulfport,201703,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201704,21,Atlanta,GUMS,Gulfport,201704,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201705,21,Atlanta,GUMS,Gulfport,201705,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
GUMS201706,21,Atlanta,GUMS,Gulfport,201706,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201707,21,Atlanta,GUMS,Gulfport,201707,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
GUMS201708,21,Atlanta,GUMS,Gulfport,201708,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201709,21,Atlanta,GUMS,Gulfport,201709,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201710,21,Atlanta,GUMS,Gulfport,201710,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201711,21,Atlanta,GUMS,Gulfport,201711,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201712,21,Atlanta,GUMS,Gulfport,201712,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201801,21,Atlanta,GUMS,Gulfport,201801,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201802,21,Atlanta,GUMS,Gulfport,201802,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201803,21,Atlanta,GUMS,Gulfport,201803,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
GUMS201804,21,Atlanta,GUMS,Gulfport,201804,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201805,21,Atlanta,GUMS,Gulfport,201805,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201806,21,Atlanta,GUMS,Gulfport,201806,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201807,21,Atlanta,GUMS,Gulfport,201807,10.0,10.0,10.0,20.0,20.0,10.0,13.5,14.0,14.5
GUMS201808,21,Atlanta,GUMS,Gulfport,201808,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201809,21,Atlanta,GUMS,Gulfport,201809,10.0,10.0,10.0,10.0,20.0,10.0,12.0,13.5,14.0
GUMS201810,21,Atlanta,GUMS,Gulfport,201810,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
GUMS201811,21,Atlanta,GUMS,Gulfport,201811,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201812,21,Atlanta,GUMS,Gulfport,201812,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201901,21,Atlanta,GUMS,Gulfport,201901,10.0,10.0,10.0,20.0,30.0,10.0,15.5,17.5,18.5
GUMS201902,21,Atlanta,GUMS,Gulfport,201902,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
GUMS201903,21,Atlanta,GUMS,Gulfport,201903,10.0,10.0,10.0,10.0,30.0,10.0,14.0,17.0,18.0
HUAL201701,21,Atlanta,HUAL,Huntsville,201701,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
HUAL201702,21,Atlanta,HUAL,Huntsville,201702,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
HUAL201703,21,Atlanta,HUAL,Huntsville,201703,30.0,20.0,30.0,30.0,30.0,20.0,27.0,28.5,27.0
HUAL201704,21,Atlanta,HUAL,Huntsville,201704,20.0,20.0,20.0,20.0,30.0,20.0,22.0,23.5,24.0
HUAL201705,21,Atlanta,HUAL,Huntsville,201705,20.0,20.0,20.0,30.0,30.0,20.0,23.5,24.0,24.5
HUAL201706,21,Atlanta,HUAL,Huntsville,201706,30.0,30.0,30.0,30.0,20.0,20.0,26.5,26.0,25.5
HUAL201707,21,Atlanta,HUAL,Huntsville,201707,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
HUAL201708,21,Atlanta,HUAL,Huntsville,201708,30.0,30.0,30.0,30.0,20.0,30.0,28.0,26.5,26.0
HUAL201709,21,Atlanta,HUAL,Huntsville,201709,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
HUAL201710,21,Atlanta,HUAL,Huntsville,201710,30.0,30.0,30.0,30.0,20.0,20.0,26.5,26.0,25.5
HUAL201711,21,Atlanta,HUAL,Huntsville,201711,30.0,30.0,30.0,20.0,20.0,20.0,25.0,25.5,25.0
HUAL201712,21,Atlanta,HUAL,Huntsville,201712,30.0,30.0,30.0,40.0,20.0,20.0,28.0,26.5,26.0
HUAL201801,21,Atlanta,HUAL,Huntsville,201801,30.0,30.0,20.0,20.0,20.0,20.0,23.0,21.5,23.0
HUAL201802,21,Atlanta,HUAL,Huntsville,201802,30.0,20.0,20.0,30.0,20.0,20.0,23.0,21.0,21.0
HUAL201803,21,Atlanta,HUAL,Huntsville,201803,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
HUAL201804,21,Atlanta,HUAL,Huntsville,201804,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
HUAL201805,21,Atlanta,HUAL,Huntsville,201805,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
HUAL201806,21,Atlanta,HUAL,Huntsville,201806,30.0,30.0,20.0,30.0,20.0,20.0,24.5,22.0,23.5
HUAL201807,21,Atlanta,HUAL,Huntsville,201807,30.0,20.0,20.0,30.0,30.0,20.0,25.0,24.5,25.0
HUAL201808,21,Atlanta,HUAL,Huntsville,201808,40.0,20.0,20.0,30.0,30.0,20.0,26.5,25.0,25.5
HUAL201809,21,Atlanta,HUAL,Huntsville,201809,40.0,20.0,20.0,30.0,20.0,20.0,24.5,21.5,21.5
HUAL201810,21,Atlanta,HUAL,Huntsville,201810,40.0,30.0,30.0,40.0,30.0,20.0,31.5,30.5,30.5
HUAL201811,21,Atlanta,HUAL,Huntsville,201811,40.0,30.0,30.0,30.0,30.0,20.0,30.0,30.0,30.0
HUAL201812,21,Atlanta,HUAL,Huntsville,201812,40.0,30.0,30.0,30.0,20.0,20.0,28.0,26.5,26.0
HUAL201901,21,Atlanta,HUAL,Huntsville,201901,40.0,30.0,30.0,40.0,30.0,20.0,31.5,30.5,30.5
HUAL201902,21,Atlanta,HUAL,Huntsville,201902,40.0,30.0,20.0,40.0,20.0,20.0,27.5,23.0,24.5
HUAL201903,21,Atlanta,HUAL,Huntsville,201903,40.0,30.0,20.0,40.0,20.0,20.0,27.5,23.0,24.5
JAMS201701,21,Atlanta,JAMS,"Jackson, MS",201701,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201702,21,Atlanta,JAMS,"Jackson, MS",201702,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201703,21,Atlanta,JAMS,"Jackson, MS",201703,40.0,20.0,20.0,30.0,30.0,30.0,28.0,25.5,26.0
JAMS201704,21,Atlanta,JAMS,"Jackson, MS",201704,30.0,30.0,30.0,20.0,20.0,20.0,25.0,25.5,25.0
JAMS201705,21,Atlanta,JAMS,"Jackson, MS",201705,40.0,20.0,20.0,30.0,20.0,20.0,24.5,21.5,21.5
JAMS201706,21,Atlanta,JAMS,"Jackson, MS",201706,40.0,20.0,20.0,20.0,30.0,20.0,25.0,24.5,25.0
JAMS201707,21,Atlanta,JAMS,"Jackson, MS",201707,40.0,20.0,20.0,30.0,30.0,20.0,26.5,25.0,25.5
JAMS201708,21,Atlanta,JAMS,"Jackson, MS",201708,40.0,20.0,20.0,30.0,20.0,30.0,26.0,22.0,22.0
JAMS201709,21,Atlanta,JAMS,"Jackson, MS",201709,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201710,21,Atlanta,JAMS,"Jackson, MS",201710,40.0,30.0,30.0,30.0,20.0,20.0,28.0,26.5,26.0
JAMS201711,21,Atlanta,JAMS,"Jackson, MS",201711,40.0,30.0,30.0,20.0,20.0,20.0,26.5,26.0,25.5
JAMS201712,21,Atlanta,JAMS,"Jackson, MS",201712,40.0,20.0,20.0,20.0,20.0,20.0,23.0,21.0,21.0
JAMS201801,21,Atlanta,JAMS,"Jackson, MS",201801,40.0,20.0,20.0,20.0,20.0,20.0,23.0,21.0,21.0
JAMS201802,21,Atlanta,JAMS,"Jackson, MS",201802,30.0,30.0,30.0,20.0,30.0,20.0,27.0,29.0,29.0
JAMS201803,21,Atlanta,JAMS,"Jackson, MS",201803,40.0,30.0,20.0,20.0,20.0,20.0,24.5,22.0,23.5
JAMS201804,21,Atlanta,JAMS,"Jackson, MS",201804,40.0,30.0,20.0,30.0,20.0,20.0,26.0,22.5,24.0
JAMS201805,21,Atlanta,JAMS,"Jackson, MS",201805,40.0,30.0,30.0,20.0,20.0,20.0,26.5,26.0,25.5
JAMS201806,21,Atlanta,JAMS,"Jackson, MS",201806,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201807,21,Atlanta,JAMS,"Jackson, MS",201807,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201808,21,Atlanta,JAMS,"Jackson, MS",201808,30.0,20.0,20.0,30.0,20.0,20.0,23.0,21.0,21.0
JAMS201809,21,Atlanta,JAMS,"Jackson, MS",201809,30.0,20.0,20.0,20.0,30.0,20.0,23.5,24.0,24.5
JAMS201810,21,Atlanta,JAMS,"Jackson, MS",201810,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201811,21,Atlanta,JAMS,"Jackson, MS",201811,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
JAMS201812,21,Atlanta,JAMS,"Jackson, MS",201812,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
JAMS201901,21,Atlanta,JAMS,"Jackson, MS",201901,30.0,20.0,20.0,30.0,20.0,20.0,23.0,21.0,21.0
JAMS201902,21,Atlanta,JAMS,"Jackson, MS",201902,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
JAMS201903,21,Atlanta,JAMS,"Jackson, MS",201903,30.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.5
KNTN201701,21,Atlanta,KNTN,Knoxville,201701,20.0,20.0,20.0,20.0,30.0,30.0,23.5,24.0,24.5
KNTN201702,21,Atlanta,KNTN,Knoxville,201702,20.0,20.0,20.0,20.0,30.0,30.0,23.5,24.0,24.5
