,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO,Equal Weights,High Sales and GM Weight,High GMR
CCTX201704,36,Dallas,CCTX,Corpus Christi,201704,P,P,Q,R,R,Q,2,2,2
CCTX201705,36,Dallas,CCTX,Corpus Christi,201705,P,Q,P,R,Q,Q,2,1,2
CCTX201706,36,Dallas,CCTX,Corpus Christi,201706,P,Q,Q,R,Q,Q,2,2,2
CCTX201707,36,Dallas,CCTX,Corpus Christi,201707,P,Q,Q,R,Q,Q,2,2,2
CCTX201708,36,Dallas,CCTX,Corpus Christi,201708,P,Q,Q,R,Q,Q,2,2,2
CCTX201709,36,Dallas,CCTX,Corpus Christi,201709,P,Q,Q,R,Q,Q,2,2,2
CCTX201710,36,Dallas,CCTX,Corpus Christi,201710,P,Q,P,R,Q,Q,2,1,2
CCTX201711,36,Dallas,CCTX,Corpus Christi,201711,P,Q,Q,R,Q,R,2,2,2
CCTX201712,36,Dallas,CCTX,Corpus Christi,201712,P,R,R,R,R,R,3,3,3
CCTX201801,36,Dallas,CCTX,Corpus Christi,201801,P,Q,Q,R,Q,Q,2,2,2
CCTX201802,36,Dallas,CCTX,Corpus Christi,201802,P,Q,Q,R,R,Q,2,2,2
CCTX201803,36,Dallas,CCTX,Corpus Christi,201803,P,Q,Q,R,Q,Q,2,2,2
CCTX201804,36,Dallas,CCTX,Corpus Christi,201804,P,Q,Q,R,Q,Q,2,2,2
CCTX201805,36,Dallas,CCTX,Corpus Christi,201805,P,P,P,R,R,Q,2,2,2
CCTX201806,36,Dallas,CCTX,Corpus Christi,201806,P,P,P,R,Q,Q,1,1,1
CCTX201807,36,Dallas,CCTX,Corpus Christi,201807,P,Q,P,R,Q,Q,2,1,2
CCTX201808,36,Dallas,CCTX,Corpus Christi,201808,P,P,P,R,Q,Q,1,1,1
CCTX201809,36,Dallas,CCTX,Corpus Christi,201809,P,P,P,R,Q,Q,1,1,1
CCTX201810,36,Dallas,CCTX,Corpus Christi,201810,P,P,P,R,Q,Q,1,1,1
CCTX201811,36,Dallas,CCTX,Corpus Christi,201811,P,Q,Q,R,Q,R,2,2,2
CCTX201812,36,Dallas,CCTX,Corpus Christi,201812,P,Q,Q,R,Q,R,2,2,2
CCTX201901,36,Dallas,CCTX,Corpus Christi,201901,P,P,P,R,Q,Q,1,1,1
CCTX201902,36,Dallas,CCTX,Corpus Christi,201902,P,Q,P,R,Q,Q,2,1,2
CCTX201903,36,Dallas,CCTX,Corpus Christi,201903,P,Q,P,R,Q,Q,2,1,2
DATX201701,36,Dallas,DATX,Dallas (DFW Centre Port),201701,Q,P,P,R,R,P,2,2,2
DATX201702,36,Dallas,DATX,Dallas (DFW Centre Port),201702,P,P,P,Q,R,P,1,2,2
DATX201703,36,Dallas,DATX,Dallas (DFW Centre Port),201703,P,P,P,Q,R,P,1,2,2
DATX201704,36,Dallas,DATX,Dallas (DFW Centre Port),201704,P,P,P,Q,R,P,1,2,2
DATX201705,36,Dallas,DATX,Dallas (DFW Centre Port),201705,P,P,P,R,R,P,1,2,2
DATX201706,36,Dallas,DATX,Dallas (DFW Centre Port),201706,P,P,P,Q,R,P,1,2,2
DATX201707,36,Dallas,DATX,Dallas (DFW Centre Port),201707,P,P,P,Q,R,P,1,2,2
DATX201708,36,Dallas,DATX,Dallas (DFW Centre Port),201708,P,P,P,Q,R,P,1,2,2
DATX201709,36,Dallas,DATX,Dallas (DFW Centre Port),201709,P,P,P,Q,R,P,1,2,2
DATX201710,36,Dallas,DATX,Dallas (DFW Centre Port),201710,P,P,P,Q,R,P,1,2,2
DATX201711,36,Dallas,DATX,Dallas (DFW Centre Port),201711,P,P,P,R,R,P,1,2,2
DATX201712,36,Dallas,DATX,Dallas (DFW Centre Port),201712,P,P,P,Q,R,P,1,2,2
DATX201801,36,Dallas,DATX,Dallas (DFW Centre Port),201801,P,P,P,R,R,P,1,2,2
DATX201802,36,Dallas,DATX,Dallas (DFW Centre Port),201802,P,P,P,R,R,P,1,2,2
DATX201803,36,Dallas,DATX,Dallas (DFW Centre Port),201803,P,P,P,R,R,P,1,2,2
DATX201804,36,Dallas,DATX,Dallas (DFW Centre Port),201804,P,P,P,R,R,P,1,2,2
DATX201805,36,Dallas,DATX,Dallas (DFW Centre Port),201805,P,P,P,R,R,P,1,2,2
DATX201806,36,Dallas,DATX,Dallas (DFW Centre Port),201806,P,P,P,Q,R,P,1,2,2
DATX201807,36,Dallas,DATX,Dallas (DFW Centre Port),201807,P,P,P,R,R,P,1,2,2
DATX201808,36,Dallas,DATX,Dallas (DFW Centre Port),201808,P,P,P,R,R,P,1,2,2
DATX201809,36,Dallas,DATX,Dallas (DFW Centre Port),201809,P,P,P,R,R,P,1,2,2
DATX201810,36,Dallas,DATX,Dallas (DFW Centre Port),201810,P,P,P,R,R,P,1,2,2
DATX201811,36,Dallas,DATX,Dallas (DFW Centre Port),201811,Q,P,P,R,R,P,2,2,2
DATX201812,36,Dallas,DATX,Dallas (DFW Centre Port),201812,Q,P,P,R,R,P,2,2,2
DATX201901,36,Dallas,DATX,Dallas (DFW Centre Port),201901,P,P,P,R,R,P,1,2,2
DATX201902,36,Dallas,DATX,Dallas (DFW Centre Port),201902,P,P,P,Q,R,P,1,2,2
DATX201903,36,Dallas,DATX,Dallas (DFW Centre Port),201903,P,P,P,R,R,P,1,2,2
DTSC201701,36,Dallas,DTSC,Dallas Service Center,201701,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201702,36,Dallas,DTSC,Dallas Service Center,201702,P,S,S,P,P,nan,nan,nan,nan
DTSC201703,36,Dallas,DTSC,Dallas Service Center,201703,P,S,S,P,P,nan,nan,nan,nan
DTSC201704,36,Dallas,DTSC,Dallas Service Center,201704,P,nan,nan,P,nan,nan,nan,nan,nan
DTSC201705,36,Dallas,DTSC,Dallas Service Center,201705,P,S,S,P,P,nan,nan,nan,nan
DTSC201706,36,Dallas,DTSC,Dallas Service Center,201706,P,S,S,P,S,nan,nan,nan,nan
DTSC201707,36,Dallas,DTSC,Dallas Service Center,201707,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201708,36,Dallas,DTSC,Dallas Service Center,201708,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201709,36,Dallas,DTSC,Dallas Service Center,201709,P,S,S,P,P,nan,nan,nan,nan
DTSC201710,36,Dallas,DTSC,Dallas Service Center,201710,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201711,36,Dallas,DTSC,Dallas Service Center,201711,P,nan,S,P,nan,nan,nan,nan,nan
DTSC201712,36,Dallas,DTSC,Dallas Service Center,201712,P,S,S,P,P,nan,nan,nan,nan
DTSC201801,36,Dallas,DTSC,Dallas Service Center,201801,P,S,S,P,P,nan,nan,nan,nan
DTSC201802,36,Dallas,DTSC,Dallas Service Center,201802,P,S,S,P,Q,nan,nan,nan,nan
DTSC201803,36,Dallas,DTSC,Dallas Service Center,201803,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201804,36,Dallas,DTSC,Dallas Service Center,201804,P,S,S,P,P,nan,nan,nan,nan
DTSC201805,36,Dallas,DTSC,Dallas Service Center,201805,P,nan,nan,P,P,nan,nan,nan,nan
DTSC201806,36,Dallas,DTSC,Dallas Service Center,201806,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201807,36,Dallas,DTSC,Dallas Service Center,201807,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201808,36,Dallas,DTSC,Dallas Service Center,201808,P,nan,nan,P,P,nan,nan,nan,nan
DTSC201809,36,Dallas,DTSC,Dallas Service Center,201809,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201810,36,Dallas,DTSC,Dallas Service Center,201810,P,S,S,P,S,nan,nan,nan,nan
DTSC201811,36,Dallas,DTSC,Dallas Service Center,201811,P,S,S,P,S,nan,nan,nan,nan
DTSC201812,36,Dallas,DTSC,Dallas Service Center,201812,P,S,nan,P,nan,nan,nan,nan,nan
DTSC201901,36,Dallas,DTSC,Dallas Service Center,201901,P,S,S,P,P,nan,nan,nan,nan
DTSC201902,36,Dallas,DTSC,Dallas Service Center,201902,P,S,S,P,S,nan,nan,nan,nan
DTSC201903,36,Dallas,DTSC,Dallas Service Center,201903,P,S,S,P,P,nan,nan,nan,nan
FWTX201701,36,Dallas,FWTX,Fort Worth,201701,S,R,R,S,R,R,4,3,3
FWTX201702,36,Dallas,FWTX,Fort Worth,201702,S,R,R,S,Q,R,3,3,3
FWTX201703,36,Dallas,FWTX,Fort Worth,201703,S,Q,Q,S,Q,R,3,2,2
FWTX201704,36,Dallas,FWTX,Fort Worth,201704,S,R,R,S,R,R,4,3,3
FWTX201705,36,Dallas,FWTX,Fort Worth,201705,S,Q,Q,S,R,R,3,3,3
FWTX201706,36,Dallas,FWTX,Fort Worth,201706,S,Q,R,S,R,R,3,3,3
FWTX201707,36,Dallas,FWTX,Fort Worth,201707,S,P,Q,S,R,R,3,3,2
FWTX201708,36,Dallas,FWTX,Fort Worth,201708,S,Q,Q,S,Q,Q,3,2,2
FWTX201709,36,Dallas,FWTX,Fort Worth,201709,S,Q,R,S,R,R,3,3,3
FWTX201710,36,Dallas,FWTX,Fort Worth,201710,S,Q,R,S,R,R,3,3,3
FWTX201711,36,Dallas,FWTX,Fort Worth,201711,S,P,Q,S,R,R,3,3,2
FWTX201712,36,Dallas,FWTX,Fort Worth,201712,S,Q,Q,S,Q,R,3,2,2
FWTX201801,36,Dallas,FWTX,Fort Worth,201801,S,Q,P,S,Q,R,3,2,2
FWTX201802,36,Dallas,FWTX,Fort Worth,201802,S,Q,Q,S,Q,R,3,2,2
FWTX201803,36,Dallas,FWTX,Fort Worth,201803,S,Q,R,S,R,R,3,3,3
FWTX201804,36,Dallas,FWTX,Fort Worth,201804,S,P,P,S,R,R,3,2,2
FWTX201805,36,Dallas,FWTX,Fort Worth,201805,S,Q,Q,S,Q,Q,3,2,2
FWTX201806,36,Dallas,FWTX,Fort Worth,201806,S,P,P,S,R,Q,2,2,2
FWTX201807,36,Dallas,FWTX,Fort Worth,201807,S,Q,P,S,Q,Q,2,2,2
FWTX201808,36,Dallas,FWTX,Fort Worth,201808,S,Q,Q,S,Q,Q,3,2,2
FWTX201809,36,Dallas,FWTX,Fort Worth,201809,S,R,Q,S,Q,R,3,2,3
FWTX201810,36,Dallas,FWTX,Fort Worth,201810,S,P,Q,S,R,R,3,3,2
FWTX201811,36,Dallas,FWTX,Fort Worth,201811,S,P,P,S,Q,R,2,2,2
FWTX201812,36,Dallas,FWTX,Fort Worth,201812,S,Q,Q,S,Q,R,3,2,2
FWTX201901,36,Dallas,FWTX,Fort Worth,201901,S,Q,P,S,Q,R,3,2,2
FWTX201902,36,Dallas,FWTX,Fort Worth,201902,S,P,Q,S,R,R,3,3,2
FWTX201903,36,Dallas,FWTX,Fort Worth,201903,S,Q,Q,S,Q,R,3,2,2
HOTX201701,36,Dallas,HOTX,Houston,201701,S,P,P,S,Q,P,2,1,1
HOTX201702,36,Dallas,HOTX,Houston,201702,S,P,P,S,R,P,2,2,2
HOTX201703,36,Dallas,HOTX,Houston,201703,S,P,P,S,R,P,2,2,2
HOTX201704,36,Dallas,HOTX,Houston,201704,S,P,P,S,R,P,2,2,2
HOTX201705,36,Dallas,HOTX,Houston,201705,S,P,P,R,R,P,2,2,2
HOTX201706,36,Dallas,HOTX,Houston,201706,S,P,P,R,Q,P,2,1,1
HOTX201707,36,Dallas,HOTX,Houston,201707,S,P,P,S,Q,P,2,1,1
HOTX201708,36,Dallas,HOTX,Houston,201708,S,P,P,R,Q,P,2,1,1
HOTX201709,36,Dallas,HOTX,Houston,201709,S,P,P,S,Q,P,2,1,1
HOTX201710,36,Dallas,HOTX,Houston,201710,S,P,P,R,R,P,2,2,2
HOTX201711,36,Dallas,HOTX,Houston,201711,S,P,P,R,R,P,2,2,2
HOTX201712,36,Dallas,HOTX,Houston,201712,S,P,P,R,R,P,2,2,2
HOTX201801,36,Dallas,HOTX,Houston,201801,S,P,P,R,R,P,2,2,2
HOTX201802,36,Dallas,HOTX,Houston,201802,S,P,P,R,Q,P,2,1,1
HOTX201803,36,Dallas,HOTX,Houston,201803,S,P,P,R,R,P,2,2,2
HOTX201804,36,Dallas,HOTX,Houston,201804,S,P,P,S,Q,P,2,1,1
HOTX201805,36,Dallas,HOTX,Houston,201805,S,P,P,S,R,P,2,2,2
HOTX201806,36,Dallas,HOTX,Houston,201806,S,P,P,S,R,P,2,2,2
HOTX201807,36,Dallas,HOTX,Houston,201807,S,P,P,R,R,P,2,2,2
HOTX201808,36,Dallas,HOTX,Houston,201808,S,P,P,R,Q,P,2,1,1
HOTX201809,36,Dallas,HOTX,Houston,201809,S,P,P,S,R,P,2,2,2
HOTX201810,36,Dallas,HOTX,Houston,201810,S,P,P,R,R,P,2,2,2
HOTX201811,36,Dallas,HOTX,Houston,201811,S,P,P,R,R,P,2,2,2
HOTX201812,36,Dallas,HOTX,Houston,201812,S,P,P,R,Q,P,2,1,1
HOTX201901,36,Dallas,HOTX,Houston,201901,S,P,P,S,Q,P,2,1,1
HOTX201902,36,Dallas,HOTX,Houston,201902,S,P,P,R,Q,P,2,1,1
HOTX201903,36,Dallas,HOTX,Houston,201903,S,P,P,S,Q,P,2,1,1
LCLA201701,36,Dallas,LCLA,Lake Charles,201701,R,R,R,Q,Q,Q,3,3,3
LCLA201702,36,Dallas,LCLA,Lake Charles,201702,R,R,R,P,Q,Q,2,3,2
LCLA201703,36,Dallas,LCLA,Lake Charles,201703,R,R,Q,Q,Q,Q,2,2,2
LCLA201704,36,Dallas,LCLA,Lake Charles,201704,R,R,R,Q,R,Q,3,3,3
LCLA201705,36,Dallas,LCLA,Lake Charles,201705,R,R,Q,R,Q,Q,2,2,2
LCLA201706,36,Dallas,LCLA,Lake Charles,201706,R,R,Q,Q,Q,Q,2,2,2
LCLA201707,36,Dallas,LCLA,Lake Charles,201707,R,R,R,Q,Q,Q,3,3,3
LCLA201708,36,Dallas,LCLA,Lake Charles,201708,R,R,R,Q,Q,Q,3,3,3
LCLA201709,36,Dallas,LCLA,Lake Charles,201709,R,R,R,Q,Q,Q,3,3,3
LCLA201710,36,Dallas,LCLA,Lake Charles,201710,Q,R,R,Q,Q,P,2,2,2
LCLA201711,36,Dallas,LCLA,Lake Charles,201711,R,R,R,Q,Q,Q,3,3,3
LCLA201712,36,Dallas,LCLA,Lake Charles,201712,R,R,R,Q,Q,Q,3,3,3
LCLA201801,36,Dallas,LCLA,Lake Charles,201801,R,R,R,Q,Q,Q,3,3,3
LCLA201802,36,Dallas,LCLA,Lake Charles,201802,Q,R,R,R,Q,Q,3,3,3
LCLA201803,36,Dallas,LCLA,Lake Charles,201803,Q,R,R,Q,Q,Q,2,3,2
LCLA201804,36,Dallas,LCLA,Lake Charles,201804,Q,R,R,Q,Q,Q,2,3,2
LCLA201805,36,Dallas,LCLA,Lake Charles,201805,Q,R,R,Q,Q,Q,2,3,2
LCLA201806,36,Dallas,LCLA,Lake Charles,201806,R,R,R,Q,Q,Q,3,3,3
LCLA201807,36,Dallas,LCLA,Lake Charles,201807,Q,R,R,Q,Q,Q,2,3,2
LCLA201808,36,Dallas,LCLA,Lake Charles,201808,Q,R,Q,Q,Q,Q,2,2,2
LCLA201809,36,Dallas,LCLA,Lake Charles,201809,Q,R,R,R,Q,Q,3,3,3
LCLA201810,36,Dallas,LCLA,Lake Charles,201810,R,R,Q,Q,Q,Q,2,2,2
LCLA201811,36,Dallas,LCLA,Lake Charles,201811,R,R,R,R,Q,Q,3,3,3
LCLA201812,36,Dallas,LCLA,Lake Charles,201812,R,R,R,R,Q,R,3,3,3
LCLA201901,36,Dallas,LCLA,Lake Charles,201901,Q,R,R,Q,Q,Q,2,3,2
LCLA201902,36,Dallas,LCLA,Lake Charles,201902,R,R,R,Q,Q,Q,3,3,3
LCLA201903,36,Dallas,LCLA,Lake Charles,201903,Q,R,R,Q,Q,Q,2,3,2
NOLA201701,36,Dallas,NOLA,New Orleans,201701,R,Q,Q,Q,Q,Q,2,2,2
NOLA201702,36,Dallas,NOLA,New Orleans,201702,R,R,R,R,Q,Q,3,3,3
NOLA201703,36,Dallas,NOLA,New Orleans,201703,R,R,Q,R,Q,Q,2,2,2
NOLA201704,36,Dallas,NOLA,New Orleans,201704,R,R,R,R,Q,Q,3,3,3
NOLA201705,36,Dallas,NOLA,New Orleans,201705,Q,R,Q,R,Q,Q,2,2,2
NOLA201706,36,Dallas,NOLA,New Orleans,201706,R,Q,Q,R,Q,Q,2,2,2
NOLA201707,36,Dallas,NOLA,New Orleans,201707,R,R,R,R,Q,Q,3,3,3
NOLA201708,36,Dallas,NOLA,New Orleans,201708,R,Q,Q,R,R,Q,3,2,3
NOLA201709,36,Dallas,NOLA,New Orleans,201709,R,Q,Q,R,Q,Q,2,2,2
NOLA201710,36,Dallas,NOLA,New Orleans,201710,R,R,Q,R,Q,Q,2,2,2
NOLA201711,36,Dallas,NOLA,New Orleans,201711,R,Q,Q,R,Q,Q,2,2,2
NOLA201712,36,Dallas,NOLA,New Orleans,201712,Q,R,R,R,Q,Q,3,3,3
NOLA201801,36,Dallas,NOLA,New Orleans,201801,Q,Q,Q,Q,R,Q,2,2,2
NOLA201802,36,Dallas,NOLA,New Orleans,201802,R,R,R,R,R,Q,3,3,3
NOLA201803,36,Dallas,NOLA,New Orleans,201803,Q,Q,Q,R,Q,Q,2,2,2
NOLA201804,36,Dallas,NOLA,New Orleans,201804,R,Q,Q,R,R,Q,3,2,3
NOLA201805,36,Dallas,NOLA,New Orleans,201805,Q,Q,Q,Q,Q,Q,2,2,2
NOLA201806,36,Dallas,NOLA,New Orleans,201806,R,Q,Q,R,R,Q,3,2,3
NOLA201807,36,Dallas,NOLA,New Orleans,201807,Q,Q,Q,R,Q,Q,2,2,2
NOLA201808,36,Dallas,NOLA,New Orleans,201808,Q,Q,Q,R,Q,P,2,2,2
NOLA201809,36,Dallas,NOLA,New Orleans,201809,R,R,R,R,Q,Q,3,3,3
NOLA201810,36,Dallas,NOLA,New Orleans,201810,R,Q,Q,R,Q,P,2,2,2
NOLA201811,36,Dallas,NOLA,New Orleans,201811,R,R,Q,R,Q,Q,2,2,2
NOLA201812,36,Dallas,NOLA,New Orleans,201812,R,R,R,R,Q,Q,3,3,3
NOLA201901,36,Dallas,NOLA,New Orleans,201901,R,Q,Q,Q,Q,P,2,2,2
NOLA201902,36,Dallas,NOLA,New Orleans,201902,R,R,Q,R,Q,Q,2,2,2
NOLA201903,36,Dallas,NOLA,New Orleans,201903,R,R,R,R,Q,Q,3,3,3
ODTX201701,36,Dallas,ODTX,Odessa,201701,Q,Q,R,S,R,S,3,3,3
ODTX201702,36,Dallas,ODTX,Odessa,201702,Q,R,Q,S,Q,S,3,2,2
ODTX201703,36,Dallas,ODTX,Odessa,201703,P,Q,Q,S,Q,S,2,2,2
ODTX201704,36,Dallas,ODTX,Odessa,201704,Q,R,R,S,Q,S,3,3,3
ODTX201705,36,Dallas,ODTX,Odessa,201705,Q,R,Q,S,Q,R,3,2,2
ODTX201706,36,Dallas,ODTX,Odessa,201706,P,R,Q,S,Q,S,3,2,2
ODTX201707,36,Dallas,ODTX,Odessa,201707,Q,R,R,S,Q,S,3,3,3
ODTX201708,36,Dallas,ODTX,Odessa,201708,P,Q,P,R,Q,S,2,1,2
ODTX201709,36,Dallas,ODTX,Odessa,201709,P,R,Q,R,Q,S,2,2,2
ODTX201710,36,Dallas,ODTX,Odessa,201710,P,P,Q,R,R,S,2,2,2
ODTX201711,36,Dallas,ODTX,Odessa,201711,P,P,P,S,Q,S,2,1,1
ODTX201712,36,Dallas,ODTX,Odessa,201712,P,P,P,S,Q,S,2,1,1
ODTX201801,36,Dallas,ODTX,Odessa,201801,P,P,P,S,Q,R,2,1,1
ODTX201802,36,Dallas,ODTX,Odessa,201802,P,Q,P,R,Q,R,2,1,2
ODTX201803,36,Dallas,ODTX,Odessa,201803,P,P,P,R,Q,R,2,1,1
ODTX201804,36,Dallas,ODTX,Odessa,201804,P,P,P,S,Q,R,2,1,1
ODTX201805,36,Dallas,ODTX,Odessa,201805,P,P,P,R,Q,R,2,1,1
ODTX201806,36,Dallas,ODTX,Odessa,201806,P,P,P,R,Q,R,2,1,1
ODTX201807,36,Dallas,ODTX,Odessa,201807,P,P,P,R,Q,R,2,1,1
ODTX201808,36,Dallas,ODTX,Odessa,201808,P,Q,P,R,Q,R,2,1,2
ODTX201809,36,Dallas,ODTX,Odessa,201809,P,P,P,R,Q,R,2,1,1
ODTX201810,36,Dallas,ODTX,Odessa,201810,P,P,P,R,Q,R,2,1,1
ODTX201811,36,Dallas,ODTX,Odessa,201811,P,P,P,R,Q,R,2,1,1
ODTX201812,36,Dallas,ODTX,Odessa,201812,P,Q,P,P,Q,R,1,1,2
ODTX201901,36,Dallas,ODTX,Odessa,201901,P,P,P,R,Q,R,2,1,1
ODTX201902,36,Dallas,ODTX,Odessa,201902,P,P,P,R,Q,R,2,1,1
ODTX201903,36,Dallas,ODTX,Odessa,201903,P,P,P,R,Q,R,2,1,1
SATX201701,36,Dallas,SATX,San Antonio,201701,P,Q,Q,Q,R,Q,2,2,2
SATX201702,36,Dallas,SATX,San Antonio,201702,P,Q,Q,Q,R,Q,2,2,2
SATX201703,36,Dallas,SATX,San Antonio,201703,P,Q,Q,P,R,Q,2,2,2
SATX201704,36,Dallas,SATX,San Antonio,201704,P,Q,Q,Q,R,Q,2,2,2
SATX201705,36,Dallas,SATX,San Antonio,201705,P,Q,Q,P,Q,Q,1,2,2
SATX201706,36,Dallas,SATX,San Antonio,201706,P,Q,P,Q,Q,Q,1,1,2
SATX201707,36,Dallas,SATX,San Antonio,201707,P,Q,R,R,R,Q,2,3,3
SATX201708,36,Dallas,SATX,San Antonio,201708,P,Q,Q,Q,Q,Q,2,2,2
SATX201709,36,Dallas,SATX,San Antonio,201709,P,Q,Q,R,Q,Q,2,2,2
SATX201710,36,Dallas,SATX,San Antonio,201710,P,Q,Q,Q,R,Q,2,2,2
SATX201711,36,Dallas,SATX,San Antonio,201711,P,Q,Q,R,R,Q,2,2,2
SATX201712,36,Dallas,SATX,San Antonio,201712,P,P,P,R,R,Q,2,2,2
SATX201801,36,Dallas,SATX,San Antonio,201801,P,P,P,R,R,Q,2,2,2
SATX201802,36,Dallas,SATX,San Antonio,201802,P,P,P,R,R,Q,2,2,2
SATX201803,36,Dallas,SATX,San Antonio,201803,P,P,P,Q,R,Q,1,2,2
SATX201804,36,Dallas,SATX,San Antonio,201804,P,P,Q,Q,R,Q,2,2,2
SATX201805,36,Dallas,SATX,San Antonio,201805,P,P,Q,P,R,Q,2,2,2
SATX201806,36,Dallas,SATX,San Antonio,201806,P,P,Q,Q,R,Q,2,2,2
SATX201807,36,Dallas,SATX,San Antonio,201807,P,P,P,Q,R,Q,1,2,2
SATX201808,36,Dallas,SATX,San Antonio,201808,P,P,P,Q,R,P,1,2,2
SATX201809,36,Dallas,SATX,San Antonio,201809,P,Q,Q,P,R,Q,2,2,2
SATX201810,36,Dallas,SATX,San Antonio,201810,P,P,Q,P,R,Q,2,2,2
SATX201811,36,Dallas,SATX,San Antonio,201811,P,Q,Q,P,R,Q,2,2,2
SATX201812,36,Dallas,SATX,San Antonio,201812,P,Q,Q,Q,R,Q,2,2,2
SATX201901,36,Dallas,SATX,San Antonio,201901,P,Q,Q,Q,Q,Q,2,2,2
SATX201902,36,Dallas,SATX,San Antonio,201902,P,Q,Q,Q,R,Q,2,2,2
SATX201903,36,Dallas,SATX,San Antonio,201903,P,Q,Q,P,R,Q,2,2,2
SHLA201701,36,Dallas,SHLA,Shreveport,201701,R,S,R,R,Q,R,3,3,3
SHLA201702,36,Dallas,SHLA,Shreveport,201702,R,R,S,R,R,R,3,4,3
SHLA201703,36,Dallas,SHLA,Shreveport,201703,R,R,R,R,Q,R,3,3,3
SHLA201704,36,Dallas,SHLA,Shreveport,201704,R,R,R,R,Q,R,3,3,3
SHLA201705,36,Dallas,SHLA,Shreveport,201705,R,R,R,Q,Q,R,3,3,3
SHLA201706,36,Dallas,SHLA,Shreveport,201706,R,R,R,R,R,R,3,3,3
SHLA201707,36,Dallas,SHLA,Shreveport,201707,R,R,R,R,Q,R,3,3,3
SHLA201708,36,Dallas,SHLA,Shreveport,201708,R,S,R,R,Q,R,3,3,3
SHLA201709,36,Dallas,SHLA,Shreveport,201709,R,S,S,Q,Q,R,3,3,3
SHLA201710,36,Dallas,SHLA,Shreveport,201710,R,R,R,R,Q,R,3,3,3
SHLA201711,36,Dallas,SHLA,Shreveport,201711,R,R,R,R,Q,R,3,3,3
SHLA201712,36,Dallas,SHLA,Shreveport,201712,R,R,R,R,R,R,3,3,3
SHLA201801,36,Dallas,SHLA,Shreveport,201801,R,R,R,R,R,R,3,3,3
SHLA201802,36,Dallas,SHLA,Shreveport,201802,R,S,R,R,Q,R,3,3,3
SHLA201803,36,Dallas,SHLA,Shreveport,201803,R,S,S,R,R,R,4,4,4
SHLA201804,36,Dallas,SHLA,Shreveport,201804,R,R,R,R,Q,R,3,3,3
SHLA201805,36,Dallas,SHLA,Shreveport,201805,Q,R,R,Q,R,R,3,3,3
SHLA201806,36,Dallas,SHLA,Shreveport,201806,Q,R,R,R,R,R,3,3,3
SHLA201807,36,Dallas,SHLA,Shreveport,201807,Q,R,R,R,Q,R,3,3,3
SHLA201808,36,Dallas,SHLA,Shreveport,201808,R,R,R,R,Q,R,3,3,3
SHLA201809,36,Dallas,SHLA,Shreveport,201809,R,S,S,R,Q,R,3,3,3
SHLA201810,36,Dallas,SHLA,Shreveport,201810,Q,R,R,R,Q,R,3,3,3
SHLA201811,36,Dallas,SHLA,Shreveport,201811,R,R,R,R,R,R,3,3,3
SHLA201812,36,Dallas,SHLA,Shreveport,201812,R,R,R,R,R,R,3,3,3
SHLA201901,36,Dallas,SHLA,Shreveport,201901,Q,R,R,Q,R,R,3,3,3
SHLA201902,36,Dallas,SHLA,Shreveport,201902,Q,R,R,Q,Q,R,3,3,3
SHLA201903,36,Dallas,SHLA,Shreveport,201903,Q,R,R,Q,Q,R,3,3,3
WATX201701,36,Dallas,WATX,Waco,201701,R,S,S,S,R,R,4,4,4
WATX201702,36,Dallas,WATX,Waco,201702,S,S,S,R,R,R,4,4,4
WATX201703,36,Dallas,WATX,Waco,201703,R,R,R,S,R,R,3,3,3
WATX201704,36,Dallas,WATX,Waco,201704,R,R,R,S,R,R,3,3,3
WATX201705,36,Dallas,WATX,Waco,201705,R,R,R,S,R,R,3,3,3
WATX201706,36,Dallas,WATX,Waco,201706,Q,R,R,R,R,R,3,3,3
WATX201707,36,Dallas,WATX,Waco,201707,R,S,S,S,R,R,4,4,4
WATX201708,36,Dallas,WATX,Waco,201708,Q,R,R,R,Q,R,3,3,3
WATX201709,36,Dallas,WATX,Waco,201709,R,S,R,R,Q,R,3,3,3
WATX201710,36,Dallas,WATX,Waco,201710,R,S,R,R,P,R,3,2,2
WATX201711,36,Dallas,WATX,Waco,201711,R,R,R,S,R,R,3,3,3
WATX201712,36,Dallas,WATX,Waco,201712,R,R,Q,S,Q,S,3,2,3
WATX201801,36,Dallas,WATX,Waco,201801,R,R,S,S,R,R,4,4,4
WATX201802,36,Dallas,WATX,Waco,201802,R,R,R,S,Q,R,3,3,3
WATX201803,36,Dallas,WATX,Waco,201803,R,R,R,S,Q,R,3,3,3
WATX201804,36,Dallas,WATX,Waco,201804,R,R,R,S,Q,R,3,3,3
WATX201805,36,Dallas,WATX,Waco,201805,R,R,R,S,Q,R,3,3,3
WATX201806,36,Dallas,WATX,Waco,201806,R,R,R,S,Q,R,3,3,3
