,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp
DBFL201805,23,Tampa,DBFL,Daytona Beach,201805,102935.69,1369.0,19179.0,839.0,94.0,933.0,412.0,99.21,516719.2
DBFL201806,23,Tampa,DBFL,Daytona Beach,201806,119604.82,1357.0,17541.0,852.0,62.0,914.0,402.0,99.12,688245.35
DBFL201807,23,Tampa,DBFL,Daytona Beach,201807,144969.12,1397.0,19841.0,976.0,96.0,1072.0,419.0,99.16,828902.38
DBFL201808,23,Tampa,DBFL,Daytona Beach,201808,148691.99,1525.0,21141.0,977.0,86.0,1063.0,458.0,98.89,959327.4
DBFL201809,23,Tampa,DBFL,Daytona Beach,201809,116985.32,1190.0,17215.0,606.0,52.0,658.0,330.0,99.32,809922.1
DBFL201810,23,Tampa,DBFL,Daytona Beach,201810,118494.47,1588.0,19589.0,765.0,68.0,833.0,406.0,99.15,579066.34
DBFL201811,23,Tampa,DBFL,Daytona Beach,201811,107434.96,1417.0,19721.0,719.0,57.0,776.0,418.0,99.11,612842.29
DBFL201812,23,Tampa,DBFL,Daytona Beach,201812,98556.04,1230.0,17926.0,648.0,45.0,693.0,399.0,99.18,588536.76
DBFL201901,23,Tampa,DBFL,Daytona Beach,201901,119967.64,1617.0,20505.0,777.0,92.0,869.0,432.0,99.03,617466.27
DBFL201902,23,Tampa,DBFL,Daytona Beach,201902,128544.65,1476.0,19097.0,625.0,55.0,680.0,366.0,99.47,753123.98
DBFL201903,23,Tampa,DBFL,Daytona Beach,201903,135056.23,1326.0,19747.0,613.0,63.0,676.0,356.0,99.29,764450.62
FMFL201701,23,Tampa,FMFL,Fort Myers,201701,72894.4525,1039.5,18225.0,742.75,36.0,778.75,234.25,99.5675,429842.34
FMFL201702,23,Tampa,FMFL,Fort Myers,201702,61230.544,830.6,14581.8,558.6,21.8,580.4,188.8,99.726,352548.216
FMFL201703,23,Tampa,FMFL,Fort Myers,201703,92356.5275,1183.5,21667.75,923.75,27.5,951.25,261.25,99.6,502820.125
FMFL201704,23,Tampa,FMFL,Fort Myers,201704,90406.8975,983.75,17951.5,858.5,36.25,894.75,271.75,99.5775,502427.3075
FMFL201705,23,Tampa,FMFL,Fort Myers,201705,102649.3475,1217.25,21731.5,886.25,37.25,923.5,262.5,99.6325,613592.2875
FMFL201706,23,Tampa,FMFL,Fort Myers,201706,113540.71,1205.0,22601.25,882.0,29.25,911.25,263.5,99.575,692896.3425
FMFL201707,23,Tampa,FMFL,Fort Myers,201707,100328.7275,1100.75,20057.25,784.75,25.5,810.25,236.25,99.635,583690.2275
FMFL201708,23,Tampa,FMFL,Fort Myers,201708,119842.0575,1261.25,21967.25,875.75,39.0,914.75,293.0,99.5625,729995.2875
FMFL201709,23,Tampa,FMFL,Fort Myers,201709,72556.0525,826.25,14617.0,435.0,23.0,458.0,154.0,99.715,413131.0025
FMFL201710,23,Tampa,FMFL,Fort Myers,201710,102644.315,1153.75,20096.0,775.25,45.75,821.0,267.75,99.595,578293.8275
FMFL201711,23,Tampa,FMFL,Fort Myers,201711,64219.03833333332,700.1666666666665,13096.333333333336,599.6666666666666,31.16666666666667,630.8333333333334,167.33333333333334,99.72666666666667,393591.14833333343
FMFL201712,23,Tampa,FMFL,Fort Myers,201712,59977.23,650.0,12400.5,556.6666666666666,33.833333333333336,590.5,174.33333333333337,99.77,411593.5866666666
FMFL201801,23,Tampa,FMFL,Fort Myers,201801,82453.246,914.8,16306.4,744.2,20.2,764.4,199.6,99.648,554691.236
FMFL201802,23,Tampa,FMFL,Fort Myers,201802,80117.45599999999,816.6,15549.0,632.4,21.4,653.8,206.6,99.7,517340.03
FMFL201803,23,Tampa,FMFL,Fort Myers,201803,86272.774,908.8,16226.0,731.8,36.6,768.4,222.2,99.648,582710.962
FMFL201804,23,Tampa,FMFL,Fort Myers,201804,78057.238,866.0,15942.0,669.0,30.0,699.0,202.2,99.71600000000001,508142.55600000004
FMFL201805,23,Tampa,FMFL,Fort Myers,201805,91941.31199999999,914.8,17339.8,806.8,38.4,845.2,251.0,99.706,594294.3620000001
FMFL201806,23,Tampa,FMFL,Fort Myers,201806,83334.98166666667,752.8333333333335,14502.833333333336,649.3333333333334,27.0,676.3333333333334,190.16666666666663,99.79333333333334,542090.3033333332
FMFL201807,23,Tampa,FMFL,Fort Myers,201807,75010.95333333332,779.3333333333335,14690.166666666664,586.0,19.666666666666668,605.6666666666666,176.16666666666663,99.77333333333333,432337.8316666667
FMFL201808,23,Tampa,FMFL,Fort Myers,201808,73202.93857142857,726.5714285714287,14009.714285714286,551.7142857142857,21.857142857142854,573.5714285714286,184.0,99.77857142857141,405183.60714285716
FMFL201809,23,Tampa,FMFL,Fort Myers,201809,68342.88857142857,628.4285714285714,12704.0,469.4285714285714,25.142857142857146,494.57142857142856,172.85714285714286,99.73857142857143,413687.2614285714
FMFL201810,23,Tampa,FMFL,Fort Myers,201810,78375.57142857142,736.5714285714287,14756.571428571431,587.8571428571429,22.714285714285715,610.5714285714286,198.14285714285717,99.75714285714285,499942.8657142857
FMFL201811,23,Tampa,FMFL,Fort Myers,201811,47084.505,456.0,8902.2,351.0,10.8,361.8,116.7,99.84200000000001,295331.858
FMFL201812,23,Tampa,FMFL,Fort Myers,201812,52766.89625,488.5,9538.875,388.75,19.5,408.25,141.0,99.8475,319000.57375
FMFL201901,23,Tampa,FMFL,Fort Myers,201901,62709.722857142864,700.5714285714287,12887.571428571431,500.28571428571433,18.142857142857142,518.4285714285714,185.0,99.68857142857142,359123.6471428572
FMFL201902,23,Tampa,FMFL,Fort Myers,201902,63390.83,632.1428571428571,11628.428571428569,461.8571428571428,25.714285714285715,487.57142857142856,171.28571428571428,99.74428571428572,368932.8514285715
FMFL201903,23,Tampa,FMFL,Fort Myers,201903,79944.655,774.3333333333335,14309.833333333336,603.5,31.5,635.0,214.0,99.74833333333332,458322.40166666673
FPFL201701,23,Tampa,FPFL,Lfort Pierce,201701,91990.78,1297.0,18517.0,659.0,81.0,740.0,294.0,99.29,375583.96
FPFL201702,23,Tampa,FPFL,Lfort Pierce,201702,104386.51,1199.0,18474.0,498.0,41.0,539.0,266.0,99.33,460090.67
FPFL201703,23,Tampa,FPFL,Lfort Pierce,201703,119723.78,1442.0,21676.0,512.0,52.0,564.0,302.0,99.29,549405.2
FPFL201704,23,Tampa,FPFL,Lfort Pierce,201704,60452.975,594.5,9232.5,146.0,16.5,162.5,91.5,99.785,297430.125
FPFL201705,23,Tampa,FPFL,Lfort Pierce,201705,138964.54,1387.0,19499.0,456.0,78.0,534.0,277.0,99.28,584053.0
FPFL201706,23,Tampa,FPFL,Lfort Pierce,201706,130525.28,1351.0,20294.0,373.0,65.0,438.0,258.0,99.31,626942.58
FPFL201707,23,Tampa,FPFL,Lfort Pierce,201707,122133.65,1238.0,16864.0,450.0,86.0,536.0,261.0,99.32,587885.79
FPFL201708,23,Tampa,FPFL,Lfort Pierce,201708,135600.62,1500.0,22632.0,469.0,69.0,538.0,291.0,99.39,574239.03
FPFL201709,23,Tampa,FPFL,Lfort Pierce,201709,99189.3,1100.0,15920.0,354.0,38.0,392.0,200.0,99.47,425277.96
FPFL201710,23,Tampa,FPFL,Lfort Pierce,201710,137279.3,1340.0,20321.0,464.0,70.0,534.0,258.0,99.39,539132.17
FPFL201711,23,Tampa,FPFL,Lfort Pierce,201711,119845.68,1232.0,17183.0,275.0,42.0,317.0,199.0,99.6,476986.67
FPFL201712,23,Tampa,FPFL,Lfort Pierce,201712,101034.35,1065.0,16612.0,417.0,130.0,547.0,255.0,99.45,489462.32
FPFL201801,23,Tampa,FPFL,Lfort Pierce,201801,124224.95,1352.0,19342.0,498.0,62.0,560.0,233.0,99.4,577858.86
FPFL201802,23,Tampa,FPFL,Lfort Pierce,201802,114452.46,1282.0,18678.0,331.0,35.0,366.0,229.0,99.38,446057.54
FPFL201803,23,Tampa,FPFL,Lfort Pierce,201803,144905.79,1276.0,19019.0,385.0,59.0,444.0,254.0,99.37,682021.46
FPFL201804,23,Tampa,FPFL,Lfort Pierce,201804,119719.86,1343.0,18386.0,350.0,55.0,405.0,264.0,99.36,649008.83
FPFL201805,23,Tampa,FPFL,Lfort Pierce,201805,160806.73,1374.0,20567.0,637.0,68.0,705.0,246.0,99.32,746106.75
FPFL201806,23,Tampa,FPFL,Lfort Pierce,201806,185290.31,1286.0,19482.0,399.0,43.0,442.0,257.0,99.45,797255.76
FPFL201807,23,Tampa,FPFL,Lfort Pierce,201807,136705.82,1322.0,20500.0,549.0,38.0,587.0,251.0,99.42,569050.75
FPFL201808,23,Tampa,FPFL,Lfort Pierce,201808,116130.6,1421.0,21599.0,444.0,52.0,496.0,274.0,99.27,456413.27
FPFL201809,23,Tampa,FPFL,Lfort Pierce,201809,95652.57,1177.0,17887.0,421.0,31.0,452.0,242.0,99.36,399780.98
FPFL201810,23,Tampa,FPFL,Lfort Pierce,201810,110288.82,1433.0,21191.0,712.0,98.0,810.0,383.0,99.19,457850.16
FPFL201811,23,Tampa,FPFL,Lfort Pierce,201811,103307.56,1246.0,18046.0,547.0,51.0,598.0,309.0,99.31,460697.06
FPFL201812,23,Tampa,FPFL,Lfort Pierce,201812,81466.48,1093.0,16979.0,450.0,92.0,542.0,284.0,99.52,341614.5
FPFL201901,23,Tampa,FPFL,Lfort Pierce,201901,140181.18,1550.0,22261.0,628.0,61.0,689.0,360.0,99.17,628095.85
FPFL201902,23,Tampa,FPFL,Lfort Pierce,201902,106124.68,1402.0,20538.0,544.0,73.0,617.0,337.0,99.25,468471.11
FPFL201903,23,Tampa,FPFL,Lfort Pierce,201903,85460.64,1430.0,20279.0,592.0,78.0,670.0,356.0,99.31,394957.43
GAFL201701,23,Tampa,GAFL,Gainesville,201701,36302.698,460.6,6467.8,296.4,78.2,374.6,147.6,99.838,202261.698
GAFL201702,23,Tampa,GAFL,Gainesville,201702,31766.658000000003,453.0,6127.0,196.6,22.0,218.6,105.0,99.896,162060.36000000002
GAFL201703,23,Tampa,GAFL,Gainesville,201703,32171.035,399.83333333333326,5163.833333333333,168.83333333333334,24.66666666666667,193.5,85.33333333333333,99.84833333333331,191693.84166666667
GAFL201704,23,Tampa,GAFL,Gainesville,201704,27288.144,402.4,5387.0,224.0,43.2,267.2,114.0,99.882,137372.73
GAFL201705,23,Tampa,GAFL,Gainesville,201705,40822.858,499.6,6640.4,238.0,26.0,264.0,116.8,99.834,235099.24
GAFL201706,23,Tampa,GAFL,Gainesville,201706,38337.392,527.4,6859.0,275.4,49.8,325.2,154.0,99.80799999999999,269964.59
GAFL201707,23,Tampa,GAFL,Gainesville,201707,32703.854,454.6,6746.8,250.6,54.0,304.6,149.6,99.81200000000001,164798.59
GAFL201708,23,Tampa,GAFL,Gainesville,201708,42428.878,578.2,7646.2,268.8,63.4,332.2,166.0,99.772,244044.72000000003
GAFL201709,23,Tampa,GAFL,Gainesville,201709,29207.8,375.5,4707.166666666667,169.66666666666666,24.0,193.66666666666663,93.33333333333331,99.84166666666668,175478.20833333337
GAFL201710,23,Tampa,GAFL,Gainesville,201710,41062.128,519.2,6787.2,266.2,36.6,302.8,141.4,99.786,220430.038
GAFL201711,23,Tampa,GAFL,Gainesville,201711,39894.5725,540.0,6843.25,273.0,64.25,337.25,129.75,99.8025,207229.7925
GAFL201712,23,Tampa,GAFL,Gainesville,201712,41742.085,507.5,7089.5,282.75,44.25,327.0,146.25,99.8225,227023.2325
GAFL201801,23,Tampa,GAFL,Gainesville,201801,53491.215,622.25,8517.0,226.0,29.25,255.25,127.5,99.765,339633.06
GAFL201802,23,Tampa,GAFL,Gainesville,201802,44162.6125,526.25,7148.75,199.0,21.0,220.0,109.0,99.8625,276895.8675
GAFL201803,23,Tampa,GAFL,Gainesville,201803,48733.0425,565.75,7947.75,264.5,23.75,288.25,141.0,99.79,298143.65
GAFL201804,23,Tampa,GAFL,Gainesville,201804,39605.6425,575.75,7948.5,261.5,38.0,299.5,146.5,99.765,237353.7075
GAFL201805,23,Tampa,GAFL,Gainesville,201805,42686.7575,655.5,8425.0,340.0,55.0,395.0,168.5,99.785,254386.4225
GAFL201806,23,Tampa,GAFL,Gainesville,201806,36854.042,461.8,5741.2,202.2,42.2,244.4,105.2,99.85799999999999,216593.75199999998
GAFL201807,23,Tampa,GAFL,Gainesville,201807,37895.394,498.2,6570.0,253.4,29.0,282.4,123.4,99.802,192541.122
GAFL201808,23,Tampa,GAFL,Gainesville,201808,48424.96,564.8,7279.6,260.2,25.6,285.8,130.2,99.792,275296.82399999996
GAFL201809,23,Tampa,GAFL,Gainesville,201809,48155.982,429.8,5778.4,191.0,24.8,215.8,97.4,99.85600000000001,234484.91199999998
GAFL201810,23,Tampa,GAFL,Gainesville,201810,35437.71,478.6,6363.0,250.4,18.6,269.0,115.4,99.814,216423.84
GAFL201811,23,Tampa,GAFL,Gainesville,201811,43866.38400000001,411.4,5679.6,189.2,27.4,216.6,110.4,99.82600000000001,304426.184
GAFL201812,23,Tampa,GAFL,Gainesville,201812,34717.966,400.0,5479.4,187.0,29.0,216.0,108.4,99.87200000000001,204599.822
GAFL201901,23,Tampa,GAFL,Gainesville,201901,40215.902,529.2,6639.6,261.4,34.0,295.4,129.6,99.80799999999999,244760.044
GAFL201902,23,Tampa,GAFL,Gainesville,201902,38122.684,459.0,6079.4,199.2,38.2,237.4,118.4,99.824,235788.078
GAFL201903,23,Tampa,GAFL,Gainesville,201903,38596.892,509.6,6373.4,191.4,28.6,220.0,120.0,99.818,227041.742
JAFL201701,23,Tampa,JAFL,Jacksonville,201701,76170.81181818183,374.9090909090909,7140.909090909091,282.45454545454544,17.818181818181817,300.27272727272725,120.9090909090909,99.84545454545454,427767.8981818182
JAFL201702,23,Tampa,JAFL,Jacksonville,201702,58765.40818181817,355.45454545454544,7184.0,294.45454545454544,12.545454545454545,307.0,126.1818181818182,99.84454545454544,380655.2
JAFL201703,23,Tampa,JAFL,Jacksonville,201703,93071.326,441.0,9045.9,342.4,21.3,363.7,162.2,99.79899999999999,537943.72
JAFL201704,23,Tampa,JAFL,Jacksonville,201704,88389.076,374.7,7750.4,310.9,12.4,323.3,134.2,99.837,498865.40300000005
JAFL201705,23,Tampa,JAFL,Jacksonville,201705,94593.1218181818,388.0,7941.0,311.54545454545456,20.90909090909091,332.45454545454544,136.63636363636363,99.85,477324.73727272724
JAFL201706,23,Tampa,JAFL,Jacksonville,201706,83390.63100000001,425.4,8303.8,331.3,21.4,352.7,143.3,99.838,453061.02800000005
JAFL201707,23,Tampa,JAFL,Jacksonville,201707,85928.477,398.1,7853.3,272.7,10.9,283.6,127.6,99.85,504419.785
JAFL201708,23,Tampa,JAFL,Jacksonville,201708,94745.43090909092,417.8181818181818,8314.545454545454,309.27272727272725,22.0,331.27272727272725,153.45454545454547,99.8190909090909,559977.9309090909
JAFL201709,23,Tampa,JAFL,Jacksonville,201709,83839.92222222223,359.4444444444445,7566.11111111111,277.22222222222223,12.222222222222221,289.4444444444445,125.44444444444444,99.86333333333332,492492.8866666667
JAFL201710,23,Tampa,JAFL,Jacksonville,201710,140392.9475,531.0,11284.125,440.375,25.625,466.0,187.875,99.825,809090.53
JAFL201711,23,Tampa,JAFL,Jacksonville,201711,73654.3776923077,268.84615384615387,5490.0,230.0,14.846153846153848,244.84615384615384,103.15384615384615,99.87307692307692,384161.3184615384
JAFL201712,23,Tampa,JAFL,Jacksonville,201712,80035.02636363638,290.8181818181818,6183.272727272727,257.90909090909093,21.363636363636363,279.27272727272725,115.8181818181818,99.87636363636364,415292.2018181818
JAFL201801,23,Tampa,JAFL,Jacksonville,201801,77700.476,419.4,8070.1,316.1,16.9,333.0,135.7,99.824,527119.765
JAFL201802,23,Tampa,JAFL,Jacksonville,201802,79743.41545454545,349.1818181818182,6680.727272727273,305.45454545454544,13.181818181818182,318.6363636363636,121.27272727272728,99.81636363636363,438016.0463636363
JAFL201803,23,Tampa,JAFL,Jacksonville,201803,84528.8609090909,383.6363636363636,7214.818181818182,329.90909090909093,25.63636363636364,355.54545454545456,144.45454545454547,99.8181818181818,461838.0945454546
JAFL201804,23,Tampa,JAFL,Jacksonville,201804,84463.295,335.6666666666667,6547.083333333332,247.25,17.166666666666668,264.4166666666667,114.58333333333331,99.8625,361216.90416666656
JAFL201805,23,Tampa,JAFL,Jacksonville,201805,78768.15583333334,344.83333333333326,6664.833333333332,272.8333333333333,24.5,297.3333333333333,123.83333333333331,99.86166666666666,414591.525
JAFL201806,23,Tampa,JAFL,Jacksonville,201806,78272.46090909089,369.9090909090909,6946.0,288.72727272727275,15.363636363636365,304.09090909090907,127.0909090909091,99.8490909090909,414756.98454545456
JAFL201807,23,Tampa,JAFL,Jacksonville,201807,80962.281,405.6,7892.0,314.3,16.9,331.2,149.7,99.80799999999999,473719.56700000004
JAFL201808,23,Tampa,JAFL,Jacksonville,201808,87322.64909090911,391.8181818181818,7492.818181818182,300.54545454545456,18.727272727272727,319.27272727272725,137.27272727272728,99.83272727272728,494384.0763636364
JAFL201809,23,Tampa,JAFL,Jacksonville,201809,87079.84,339.8181818181818,6409.363636363636,297.8181818181818,11.727272727272727,309.54545454545456,129.45454545454547,99.83454545454543,534994.6745454546
JAFL201810,23,Tampa,JAFL,Jacksonville,201810,92336.8925,376.33333333333326,7250.166666666668,301.4166666666667,24.0,325.4166666666667,143.58333333333334,99.85333333333334,538224.4266666665
JAFL201811,23,Tampa,JAFL,Jacksonville,201811,68475.95428571428,250.57142857142856,5052.428571428572,211.35714285714286,7.2142857142857135,218.57142857142856,90.42857142857143,99.91428571428571,374654.1414285715
JAFL201812,23,Tampa,JAFL,Jacksonville,201812,82163.86916666669,263.9166666666667,5405.833333333333,228.91666666666663,11.0,239.91666666666663,105.58333333333331,99.91333333333333,474736.9133333333
JAFL201901,23,Tampa,JAFL,Jacksonville,201901,77300.43181818182,385.6363636363636,6697.545454545455,321.72727272727275,17.09090909090909,338.8181818181818,134.36363636363637,99.81454545454544,460749.4172727272
JAFL201902,23,Tampa,JAFL,Jacksonville,201902,68199.46181818182,363.3636363636364,6673.272727272727,293.8181818181818,16.818181818181817,310.6363636363636,133.27272727272728,99.86454545454544,440165.4536363637
JAFL201903,23,Tampa,JAFL,Jacksonville,201903,77126.84300000001,394.1,7196.4,350.0,15.4,365.4,148.9,99.802,403033.18100000004
LAFL201701,23,Tampa,LAFL,Lakeland,201701,91203.01,993.0,11184.0,478.5,101.0,579.5,242.5,99.51,429137.685
LAFL201702,23,Tampa,LAFL,Lakeland,201702,111959.09,931.0,11524.5,402.5,27.0,429.5,230.0,99.555,811477.23
LAFL201703,23,Tampa,LAFL,Lakeland,201703,118297.56,1176.0,13591.5,404.5,46.0,450.5,238.0,99.555,632077.94
LAFL201704,23,Tampa,LAFL,Lakeland,201704,103073.385,1020.5,12691.5,396.0,33.5,429.5,216.0,99.53,580599.515
LAFL201705,23,Tampa,LAFL,Lakeland,201705,148551.985,1136.0,14502.5,480.5,52.5,533.0,256.0,99.415,761198.175
LAFL201706,23,Tampa,LAFL,Lakeland,201706,84171.975,934.5,11825.0,413.5,46.0,459.5,200.5,99.66,431454.53
LAFL201707,23,Tampa,LAFL,Lakeland,201707,110804.43,903.5,11353.0,368.0,35.5,403.5,183.5,99.635,483835.69
LAFL201708,23,Tampa,LAFL,Lakeland,201708,115252.265,1132.0,14437.0,532.5,67.5,600.0,266.5,99.525,616958.66
LAFL201709,23,Tampa,LAFL,Lakeland,201709,86000.995,796.5,9170.0,222.0,25.5,247.5,137.0,99.76,429534.505
LAFL201710,23,Tampa,LAFL,Lakeland,201710,111455.605,1099.0,13265.5,406.0,35.5,441.5,229.5,99.55,508219.045
LAFL201711,23,Tampa,LAFL,Lakeland,201711,58530.10333333332,620.3333333333334,7767.333333333332,215.33333333333331,14.0,229.33333333333331,121.66666666666669,99.76333333333334,280328.4533333333
LAFL201712,23,Tampa,LAFL,Lakeland,201712,81655.555,813.5,10259.0,402.0,48.0,450.0,222.0,99.59,456454.565
LAFL201801,23,Tampa,LAFL,Lakeland,201801,89720.265,984.5,11166.0,344.0,32.0,376.0,193.0,99.685,434603.88
LAFL201802,23,Tampa,LAFL,Lakeland,201802,173485.68,1757.0,21355.0,621.0,61.0,682.0,329.0,99.53,805717.87
LAFL201803,23,Tampa,LAFL,Lakeland,201803,218090.73,2070.0,24408.0,959.0,91.0,1050.0,483.0,99.03,1001508.0
LAFL201804,23,Tampa,LAFL,Lakeland,201804,98932.02,977.5,11522.5,423.0,52.5,475.5,220.5,99.535,522455.615
LAFL201805,23,Tampa,LAFL,Lakeland,201805,87986.94,1067.0,11696.5,366.5,56.0,422.5,223.0,99.54,497231.375
LAFL201806,23,Tampa,LAFL,Lakeland,201806,93737.045,923.0,9869.5,440.0,35.5,475.5,216.5,99.53,442178.915
LAFL201807,23,Tampa,LAFL,Lakeland,201807,89255.89,890.0,10061.0,339.0,34.5,373.5,182.0,99.71,460972.015
LAFL201808,23,Tampa,LAFL,Lakeland,201808,99924.27,1034.0,11982.0,378.5,43.0,421.5,194.5,99.625,569396.455
LAFL201809,23,Tampa,LAFL,Lakeland,201809,85266.91,889.5,10453.5,442.0,28.0,470.0,207.5,99.6,442642.83
LAFL201810,23,Tampa,LAFL,Lakeland,201810,64464.53666666666,724.0,7831.0,371.0,49.33333333333334,420.33333333333326,186.0,99.67666666666666,343759.36
LAFL201811,23,Tampa,LAFL,Lakeland,201811,64253.65,583.3333333333334,6956.666666666668,224.66666666666663,18.0,242.66666666666663,122.66666666666669,99.76,345917.69666666666
LAFL201812,23,Tampa,LAFL,Lakeland,201812,97650.565,715.0,8832.0,383.5,33.0,416.5,207.5,99.735,606418.17
LAFL201901,23,Tampa,LAFL,Lakeland,201901,92101.85,1042.0,11289.0,438.0,28.5,466.5,242.0,99.575,489891.67
LAFL201902,23,Tampa,LAFL,Lakeland,201902,107559.58,953.5,10920.0,403.0,20.0,423.0,206.0,99.645,783582.455
LAFL201903,23,Tampa,LAFL,Lakeland,201903,67792.08333333331,603.3333333333334,6975.666666666668,272.0,18.33333333333333,290.3333333333333,134.66666666666666,99.80666666666669,368768.9466666667
MEFL201701,23,Tampa,MEFL,Melborune,201701,138551.65,1245.0,19713.5,643.5,80.0,723.5,339.0,99.495,1014739.595
MEFL201702,23,Tampa,MEFL,Melborune,201702,124918.915,1266.5,18936.0,711.0,76.5,787.5,336.0,99.545,812618.36
MEFL201703,23,Tampa,MEFL,Melborune,201703,148593.915,1544.0,21806.5,978.0,88.0,1066.0,492.5,99.12,888039.685
MEFL201704,23,Tampa,MEFL,Melborune,201704,163573.615,1282.0,17313.5,821.0,106.5,927.5,445.0,99.465,952789.265
MEFL201705,23,Tampa,MEFL,Melborune,201705,153335.36,1293.0,17588.0,697.0,78.0,775.0,351.0,99.42,901122.135
MEFL201706,23,Tampa,MEFL,Melborune,201706,208298.305,1383.5,20545.5,812.5,57.0,869.5,347.0,99.455,1276199.34
MEFL201707,23,Tampa,MEFL,Melborune,201707,174581.135,1280.0,21084.0,905.5,41.5,947.0,369.5,99.405,983476.205
MEFL201708,23,Tampa,MEFL,Melborune,201708,148814.505,1577.5,21987.0,1016.0,119.5,1135.5,467.0,99.3,883183.445
MEFL201709,23,Tampa,MEFL,Melborune,201709,87379.84,946.5,14283.0,613.5,63.0,676.5,259.5,99.605,496404.79
MEFL201710,23,Tampa,MEFL,Melborune,201710,302926.79,2819.0,36346.0,2075.0,163.0,2238.0,832.0,98.49,1612619.1
MEFL201711,23,Tampa,MEFL,Melborune,201711,311305.51,2525.0,36843.0,1689.0,134.0,1823.0,748.0,98.77,1736140.03
MEFL201712,23,Tampa,MEFL,Melborune,201712,235246.77,2165.0,32541.0,1674.0,150.0,1824.0,808.0,98.71,1373803.99
MEFL201801,23,Tampa,MEFL,Melborune,201801,235029.46,2697.0,35746.0,1385.0,105.0,1490.0,637.0,98.68,1417095.15
MEFL201802,23,Tampa,MEFL,Melborune,201802,227683.52,2277.0,33718.0,1403.0,87.0,1490.0,599.0,99.02,1417887.7
MEFL201803,23,Tampa,MEFL,Melborune,201803,305000.64,2652.0,39454.0,1631.0,96.0,1727.0,765.0,98.82,1886486.05
MEFL201804,23,Tampa,MEFL,Melborune,201804,243366.57,2399.0,31362.0,1222.0,82.0,1304.0,611.0,99.03,1350698.26
MEFL201805,23,Tampa,MEFL,Melborune,201805,157688.1,1345.5,19726.0,803.5,47.0,850.5,331.0,99.475,990164.51
MEFL201806,23,Tampa,MEFL,Melborune,201806,150402.19,1225.0,16820.5,838.0,53.0,891.0,367.0,99.295,973486.43
MEFL201807,23,Tampa,MEFL,Melborune,201807,143578.7,1209.5,18280.5,662.5,33.5,696.0,297.0,99.61,942817.85
MEFL201808,23,Tampa,MEFL,Melborune,201808,156391.68,1362.5,20414.0,975.0,60.5,1035.5,370.5,99.365,864757.14
MEFL201809,23,Tampa,MEFL,Melborune,201809,131569.0,1165.5,17658.0,659.0,49.5,708.5,321.5,99.46,774552.97
MEFL201810,23,Tampa,MEFL,Melborune,201810,184045.155,1324.5,20464.5,838.0,67.0,905.0,376.0,99.43,961428.595
MEFL201811,23,Tampa,MEFL,Melborune,201811,256512.49,2350.0,34198.0,1530.0,72.0,1602.0,622.0,99.16,1619772.36
MEFL201812,23,Tampa,MEFL,Melborune,201812,266853.36,2026.0,34570.0,1817.0,104.0,1921.0,778.0,99.0,1743670.17
MEFL201901,23,Tampa,MEFL,Melborune,201901,301798.41,2473.0,38314.0,1918.0,127.0,2045.0,840.0,98.35,2183009.04
MEFL201902,23,Tampa,MEFL,Melborune,201902,116569.475,1128.5,16155.5,727.5,62.0,789.5,327.0,99.605,709751.805
MEFL201903,23,Tampa,MEFL,Melborune,201903,86474.48,1202.0,17176.5,824.0,48.5,872.5,356.5,99.385,713544.32
MIFL201701,23,Tampa,MIFL,Miami,201701,20552.29770290965,181.47013782542115,2055.8958652373667,587.7794793261869,55.7427258805513,643.5222052067381,166.49310872894335,99.85267993874426,114413.41225114855
MIFL201702,23,Tampa,MIFL,Miami,201702,20595.10535987749,178.19295558958652,1983.2159264931088,571.3323124042879,43.981623277182244,615.3139356814703,157.94793261868298,99.868606431853,108713.35834609494
MIFL201703,23,Tampa,MIFL,Miami,201703,23900.507096774196,217.90322580645162,2411.3548387096776,669.1935483870968,52.903225806451616,722.0967741935484,188.7741935483871,99.85,136533.21483870968
MIFL201704,23,Tampa,MIFL,Miami,201704,30256.624,189.3,2157.5333333333333,608.7666666666668,56.36666666666667,665.1333333333333,165.3,99.86133333333332,155158.716
MIFL201705,23,Tampa,MIFL,Miami,201705,27075.5365625,203.28125,2371.25,618.53125,45.90625,664.4375,163.46875,99.86375,153445.836875
MIFL201706,23,Tampa,MIFL,Miami,201706,23462.2778125,191.0,2135.84375,645.96875,62.375,708.34375,173.125,99.8534375,136003.9409375
MIFL201707,23,Tampa,MIFL,Miami,201707,24013.691875,162.6875,1848.5625,537.96875,48.09375,586.0625,145.6875,99.875,134011.1740625
MIFL201708,23,Tampa,MIFL,Miami,201708,25898.861,216.86666666666667,2472.633333333333,689.5333333333333,53.23333333333333,742.7666666666668,188.9,99.85,163954.381
MIFL201709,23,Tampa,MIFL,Miami,201709,23848.496071428573,149.53571428571428,1707.107142857143,158.28571428571428,69.89285714285714,228.17857142857144,50.64285714285714,99.94464285714285,128625.1717857143
MIFL201710,23,Tampa,MIFL,Miami,201710,271779.27,1993.0,23366.0,1799.0,1148.0,2947.0,514.0,99.39333333333332,1598863.0366666669
